Name,Varietal,Region,Price,Dosage,Online_Rating,Total_Ratings,sommelier_ratings
Bevan Cellars Proprietary Red EE Tench Vineyard 2014,Bordeaux Red Blends,"Oakville, Napa Valley, California",319 97,750 ML,0.0,0 Ratings,RP 97
Ferrari-Carano Siena 2018,Other Red Blends,"Sonoma County, California",26,750 ML,3.9,34 Ratings,WS 90
Garage Project Fairy Bread White 2020,Other White Blends,"Nelson, New Zealand",28 99,750 ML,0.0,0 Ratings,
Chateau La Mission Haut-Brion Blanc 2017,Bordeaux White Blends,"Pessac-Leognan, Bordeaux, France",674 99,750 ML,0.0,0 Ratings,D 100 RP 97 WE 97 WS 97 JS 96 JD 94
La Crema Monterey Pinot Gris 2020,Pinot Gris/Grigio,"Monterey, Central Coast, California",15 99,750 ML,4.2,5 Ratings,
Domaine Bousquet Virgen Certified Organic Red Blend 2020,Bordeaux Red Blends,"Uco Valley, Mendoza, Argentina",13 99,750 ML,3.6,9 Ratings,
Pegaso Granito 2017,Grenache,Spain,69 99,750 ML,0.0,0 Ratings,RP 95
Pieropan Soave Classico La Rocca 2019,Garganega,"Soave, Veneto, Italy",39 99,750 ML,0.0,0 Ratings,JS 94 WS 93
Niepoort Late Bottled Vintage Port (375ML half-bottle) 2017,Port,Portugal,16 99,375 ML,0.0,0 Ratings,
Jelly Jar Red Wine 2019,Other Red Blends,California,14 99,750 ML,0.0,0 Ratings,
Hewitt Vineyard Cabernet Sauvignon Double Plus (torn label) 2009,Cabernet Sauvignon,"Napa Valley, California",519 97,750 ML,0.0,0 Ratings,
Lingua Franca Estate Pinot Noir 2018,Pinot Noir,"Eola-Amity Hills, Willamette Valley, Oregon",49 99,750 ML,0.0,0 Ratings,W & S 94 V 94
Bacio Divino Janzen Beckstoffer Missouri Hopper Vineyard 2017,Cabernet Sauvignon,"Oakville, Napa Valley, California",164 99,750 ML,0.0,0 Ratings,CG 90
Sine Qua Non Five Shooter Grenache 2010,Grenache,California,469 97,750 ML,0.0,0 Ratings,RP 98
Line 39 Chardonnay 2020,Chardonnay,California,9 99,750 ML,0.0,0 Ratings,
Gran Passione Prosecco,Non-Vintage Sparkling Wine,"Prosecco, Italy",15 99,750 ML,0.0,0 Ratings,
Champagne Marion-Bosser Brut Premier Cru 2012,Vintage Sparkling Wine,"Champagne, France",84 99,750 ML,0.0,0 Ratings,WW 92 WS 90
Quinta do Vesuvio Vintage Port 2019,Port,"Douro, Portugal",99 99,750 ML,0.0,0 Ratings,WS 96 WE 94
Terres Blondes Chardonnay 2020,Chardonnay,"Corbieres, Languedoc, South of France, France",13 99,750 ML,0.0,0 Ratings,
Steven Kent Ghielmetti Vineyard Cabernet Sauvignon 2016,Cabernet Sauvignon,"Livermore Valley, Central Coast, California",75,750 ML,0.0,0 Ratings,
Villa Maria Ngakirikiri Cabernet Sauvignon 2013,Cabernet Sauvignon,"Hawkes Bay, New Zealand",149 99,750 ML,0.0,0 Ratings,RP 92 WS 91
Domaine Chaume-Arnaud Vinsobres 2017,Rhone Red Blends,"Vinsobres, Rhone, France",25 99,750 ML,0.0,0 Ratings,
Clos de l'Ours Milia Cotes de Provence Blanc 2019,Other White Blends,"Cotes de Provence, Provence, South of France, France",34 99,750 ML,0.0,0 Ratings,
Podere Grattamacco Bolgheri Superiore 2012,Tuscan Blends,"Bolgheri, Tuscany, Italy",104 99,750 ML,4.7,5 Ratings,JS 94 RP 93
Domaine Thomas St-Veran 2019,Chardonnay,"St-Veran, Maconnais, Burgundy, France",27 99,750 ML,0.0,0 Ratings,
Herdade do Mouchao Ponte das Canas 2014,Other Red Blends,"Alentejo, Portugal",37,750 ML,0.0,0 Ratings,
Twin Islands Sauvignon Blanc 2020,Sauvignon Blanc,"Marlborough, New Zealand",16 99,750 ML,4.4,7 Ratings,
Frescobaldi Nipozzano Montesodi Toscana Rosso 2016,Sangiovese,"Tuscany, Italy",39 99,750 ML,0.0,0 Ratings,JS 94 WE 93 WS 90
Zuccardi Q Malbec 2019,Malbec,"Uco Valley, Mendoza, Argentina",19 99,750 ML,3.9,231 Ratings,JS 94 RP 92 WS 91 W & S 90
The Calling Our Tribute 2018,Bordeaux Red Blends,"Alexander Valley, Sonoma County, California",62 99,750 ML,0.0,0 Ratings,
Alberico Bianco 2015,Semillon,"Lazio, Italy",71 99,750 ML,0.0,0 Ratings,
Cupcake Vineyards Sauvignon Blanc 2021,Sauvignon Blanc,"Marlborough, New Zealand",11,750 ML,0.0,0 Ratings,
Miguel Torres Cordillera Chardonnay 2020,Chardonnay,"Maipo Valley, Chile",19 99,750 ML,0.0,0 Ratings,
Bodegas Lavia Monastrell Syrah 2017,Rhone Red Blends,Spain,18 99,750 ML,0.0,0 Ratings,RP 90
Albert Bichot Nuits-Saint-Georges Blanc Les Terrasses du Chateau Gris 2018,Chardonnay,"Nuits-St-Georges, Cote de Nuits, Cote d'Or, Burgundy, France",123 99,750 ML,0.0,0 Ratings,D 93 WE 92
Domaine Anne et Herve Sigaut Chambolle-Musigny Les Chatelots Premier Cru 2017,Pinot Noir,"Chambolle-Musigny, Cote de Nuits, Cote d'Or, Burgundy, France",93 99,750 ML,0.0,0 Ratings,BH 92 RP 91
Chateau Mont Redon Chateauneuf-du-Pape 2017,Rhone Red Blends,"Chateauneuf-du-Pape, Rhone, France",51 99,750 ML,3.8,19 Ratings,JD 94 WS 92 RP 91
Chateau Boswell Jacquelynn Beckstoffer To Kalon (3 Liter) 2009,Cabernet Sauvignon,"Napa Valley, California",799 97,750 ML,0.0,0 Ratings,
Tatomer Kick-On Ranch Riesling (1.5 Liter Magnum) 2019,Riesling,"Santa Barbara, Central Coast, California",79 99,1500 ML,0.0,0 Ratings,V 94
Domaine du Vieux Telegraphe Chateauneuf-du-Pape La Crau 2019,Rhone Red Blends,"Chateauneuf-du-Pape, Rhone, France",105,750 ML,0.0,0 Ratings,JS 97 V 95 JD 94 WS 93
Domaine Baud Generation 9 Cremant du Jura Brut Rose,Sparkling Rosé,"Jura, France",25 99,750 ML,0.0,0 Ratings,
Angeleno Wine Co The Meadow Rose 2020,Rosé,California,20 99,750 ML,0.0,0 Ratings,
Patz & Hall Jenkins Ranch Pinot Noir 2018,Pinot Noir,"Sonoma Coast, Sonoma County, California",87 99,750 ML,0.0,0 Ratings,
Collet Brut,Non-Vintage Sparkling Wine,"Champagne, France",45 99,750 ML,4.3,14 Ratings,D 91
Serio & Battista Borgogno Dolcetto d'Alba 2019,Dolcetto,"Alba, Piedmont, Italy",17 99,750 ML,0.0,0 Ratings,WW 90
MAAL Biutiful Malbec 2019,Malbec,"Mendoza, Argentina",19 99,750 ML,0.0,0 Ratings,V 92
Santa Cristina by Antinori Bianco 2019,Other White Blends,"Umbria, Italy",9 99,750 ML,4.0,6 Ratings,
Domaine Tatsis Roditis 2015,Other White Wine,"Macedonia, Greece",36 99,750 ML,0.0,0 Ratings,
La Buena Vid Rioja 2017,Other Red Blends,"Rioja, Spain",19 99,750 ML,0.0,0 Ratings,RP 90
Dopff & Irion Cremant Blanc de Blancs Brut,Non-Vintage Sparkling Wine,"Alsace, France",25 99,750 ML,0.0,0 Ratings,WE 90 D 90
Tessier Femme Fatale Rose 2021,Rosé,California,31 99,750 ML,0.0,0 Ratings,
Riedel Performance Magnum Decanter,,,84 97,0 ML,0.0,0 Ratings,
Pacific Redwood Organic Chardonnay 2020,Chardonnay,"Mendocino, California",13 99,750 ML,0.0,0 Ratings,
Porter-Bass Dot's Garden Zinfandel 2017,Zinfandel,"Russian River, Sonoma County, California",44 99,750 ML,0.0,0 Ratings,
Verite La Muse 2008,Bordeaux Red Blends,"Sonoma County, California",449 97,750 ML,0.0,0 Ratings,RP 100 WE 93
Acumen Mountainside Sauvignon Blanc 2019,Sauvignon Blanc,"Napa Valley, California",31 99,750 ML,0.0,0 Ratings,
Muller-Catoir Burgergarten Riesling Trocken 2020,Riesling,"Pfalz, Germany",53 99,750 ML,0.0,0 Ratings,JS 95
Cave de Ribeauville Pinot Gris Gloeckelberg Grand Cru 2012,Pinot Gris/Grigio,"Alsace, France",44 99,750 ML,0.0,0 Ratings,WE 93
Gerard Bertrand Change Merlot 2020,Merlot,"Pays d’Oc, South of France, France",15 99,750 ML,4.1,5 Ratings,
Chateau Hosanna 2017,Bordeaux Red Blends,"Pomerol, Bordeaux, France",189 99,750 ML,0.0,0 Ratings,RP 97 JS 96 WE 94 JD 94 D 93 WS 92
Domaine Ferret Pouilly-Fuisse (375ML half-bottle) 2019,Chardonnay,"Pouilly-Fuisse, Maconnais, Burgundy, France",25 99,375 ML,0.0,0 Ratings,V 92 BH 91 RP 90
Willems-Willems  Dry Pinot Blanc 2020,Pinot Blanc,"Mosel, Germany",19 99,750 ML,0.0,0 Ratings,
Philippe Colin Chassagne-Montrachet En Remilly Premier Cru 2016,Chardonnay,"Chassagne-Montrachet, Cote de Beaune, Cote d'Or, Burgundy, France",110,750 ML,0.0,0 Ratings,BH 92 WS 91
Chateau Haut-Bailly (1.5 Liter Futures Pre-Sale) 2020,Bordeaux Red Blends,"Pessac-Leognan, Bordeaux, France",289 97,1500 ML,0.0,0 Ratings,JS 100 RP 98 JD 98 WE 98 D 96
Albert Bichot Grands-Echezeaux Grand Cru Domaine du Clos Frantin 2018,Pinot Noir,"Flagey-Echezeaux, Cote de Nuits, Cote d'Or, Burgundy, France",499 99,750 ML,0.0,0 Ratings,BH 93
Ryan Patrick Riesling 2021,Riesling,"Columbia Valley, Washington",14 99,750 ML,0.0,0 Ratings,
Lucas & Lewellen Santa Barbara Pinot Noir 2019,Pinot Noir,"Santa Barbara, Central Coast, California",22 99,750 ML,0.0,0 Ratings,
Viski Faceted Crystal Tumblers (Set of 2),,,39 99,0 ML,0.0,0 Ratings,
Quivira Dry Creek Valley Zinfandel 2018,Zinfandel,"Dry Creek Valley, Sonoma County, California",28,750 ML,0.0,0 Ratings,WS 90
Chateau La Lagune (Futures Pre-Sale) 2020,Bordeaux Red Blends,"Haut Medoc, Bordeaux, France",41 97,750 ML,0.0,0 Ratings,WE 95 JS 94 D 94 RP 94
Domaine Camus-Bruchon Savigny-les-Beaune Les Pimentiers 2018,Pinot Noir,"Savigny-les-Beaune, Cote de Beaune, Cote d'Or, Burgundy, France",42,750 ML,0.0,0 Ratings,V 90
Elsa Bianchi Torrontes 2021,Torrontes,Argentina,10 99,750 ML,0.0,0 Ratings,
Mount Eden Vineyards Estate Cabernet Sauvignon 2013,Cabernet Sauvignon,"Santa Cruz Mountains, California",119 99,750 ML,0.0,0 Ratings,RP 96 WE 95 D 93 JD 93 WS 91
Le Creuset 5-piece Wine Tool Gift Set,,,132,0 ML,0.0,0 Ratings,
Baldassari Family Wines Nolan Syrah 2015,Syrah/Shiraz,"Bennett Valley, Sonoma Valley, Sonoma County, California",49 98,750 ML,0.0,0 Ratings,WE 91
Pasqua Romeo and Juliet Passimento Rosso 2017,Other Red Blends,"Veneto, Italy",15 99,750 ML,4.3,27 Ratings,
Farella Alta Cabernet Sauvignon 2016,Cabernet Sauvignon,"Coombsville, Napa Valley, California",139,750 ML,0.0,0 Ratings,RP 95
Dr. Loosen Urziger Wurzgarten Alte Reben Grosses Gewachs Riesling 2020,Riesling,"Mosel, Germany",51 99,750 ML,0.0,0 Ratings,RP 96 JS 96
Josef Leitz Rheingau Riesling Feinherb 2020,Riesling,"Rheingau, Germany",17 99,750 ML,0.0,0 Ratings,
Allegrini Valpolicella 2020,Other Red Blends,"Valpolicella, Veneto, Italy",17 99,750 ML,0.0,0 Ratings,JS 91
Nicolas Feuillatte Reserve Exclusive Sakura Rose,Sparkling Rosé,"Champagne, France",59 99,750 ML,4.3,30 Ratings,WS 92 TP 92 JS 91 D 90
Enkidu Sauvignon Blanc 2018,Sauvignon Blanc,"Sonoma County, California",24 99,750 ML,0.0,0 Ratings,WE 91
Summerland Central Coast Pinot Noir 2018,Pinot Noir,"Central Coast, California",17 99,750 ML,0.0,0 Ratings,WW 89
Aphros Vinho Verde Loureiro 2020,Other White Blends,"Vinho Verde, Portugal",18 99,750 ML,3.8,13 Ratings,
Poggio Anima Belial Sangiovese 2019,Sangiovese,"Tuscany, Italy",14 99,750 ML,0.0,0 Ratings,
Caves Sao Joao Poco do Lobo Tinto 1996,Other Red Blends,Portugal,58 99,750 ML,4.5,26 Ratings,RP 92
Caves Sao Joao Poco do Lobo Cabernet Sauvignon 1995,Cabernet Sauvignon,Portugal,64 99,750 ML,0.0,0 Ratings,
Domaine Camus-Bruchon Savigny-les-Beaune Les Lavieres Premier Cru 2019,Pinot Noir,"Savigny-les-Beaune, Cote de Beaune, Cote d'Or, Burgundy, France",50 99,750 ML,0.0,0 Ratings,V 93 BH 90
Domaine Lise et Bertrand Jousset Exile Blanc 2018,Other White Blends,"Vin de France, France",25 99,750 ML,0.0,0 Ratings,
Bodega Norton D.O.C. Malbec 2017,Malbec,"Mendoza, Argentina",16 99,750 ML,4.5,67 Ratings,
Three Sticks Price Family Estates Pinot Noir 2020,Pinot Noir,"Sonoma Coast, Sonoma County, California",70,750 ML,0.0,0 Ratings,JS 91
Racines Sanford & Benedict Vineyard Chardonnay 2017,Chardonnay,"Sta. Rita Hills, Santa Barbara, Central Coast, California",88 98,750 ML,0.0,0 Ratings,WW 94 V 93
Albert Bichot Clos de la Roche Grand Cru 2018,Pinot Noir,"Morey-St-Denis, Cote de Nuits, Cote d'Or, Burgundy, France",419 99,750 ML,0.0,0 Ratings,WE 96 D 95
The Hidden Sea Chardonnay 2020,Chardonnay,"South Australia, Australia",16 99,750 ML,0.0,0 Ratings,
Sea Pearl Sauvignon Blanc 2021,Sauvignon Blanc,"Marlborough, New Zealand",13 99,750 ML,4.0,5 Ratings,
Mas de Daumas Gassac St Guilhem-Le-Desert Blanc 2018,Other White Blends,"Languedoc, South of France, France",54 99,750 ML,0.0,0 Ratings,JS 94 RP 92
Gratien & Meyer Cremant de Loire Brut Rose,Sparkling Rosé,"Loire, France",18 99,750 ML,4.4,69 Ratings,
Neyers Vista Notre Zinfandel 2019,Zinfandel,"Sierra Foothills, California",28 99,750 ML,0.0,0 Ratings,JS 91
La Craie Vouvray 2018,Chenin Blanc,"Vouvray, Touraine, Loire, France",24 99,750 ML,3.1,11 Ratings,
Domaine Font du Vent Cuvee Tradition Chateauneuf-du-Pape Blanc 2020,Rhone White Blends,"Chateauneuf-du-Pape, Rhone, France",46 99,750 ML,0.0,0 Ratings,
Eden Rift Estate Pinot Noir 2018,Pinot Noir,"Cienega Valley, Central Coast, California",49 99,750 ML,0.0,0 Ratings,JS 95 JD 92 WE 92 RP 91 W & S 91
Champagne Serge Mathieu Brut Cuvee Prestige (1.5 Liter Magnum),Non-Vintage Sparkling Wine,"Champagne, France",104 99,1500 ML,0.0,0 Ratings,WW 92 WE 91
Echeverria No Es Pituko Natural Wine Cabernet Sauvignon 2021,Cabernet Sauvignon,"Curico Valley, Chile",16 99,750 ML,0.0,0 Ratings,
Bedrock Wine Company California Old Vine Zinfandel 2020,Zinfandel,California,27 99,750 ML,3.8,5 Ratings,
Carmel Cabernet Sauvignon Selected (OU Kosher) 2019,Cabernet Sauvignon,Israel,11 99,750 ML,0.0,0 Ratings,
Testarossa Santa Lucia Highlands Chardonnay 2020,Chardonnay,"Santa Lucia Highlands, Monterey, Central Coast, California",32 99,750 ML,0.0,0 Ratings,
Achaval-Ferrer Mendoza Cabernet Sauvignon 2018,Cabernet Sauvignon,"Mendoza, Argentina",19 99,750 ML,3.2,5 Ratings,JS 92 V 91
No Fine Print Cabernet Sauvignon 2019,Cabernet Sauvignon,California,19 99,750 ML,0.0,0 Ratings,
Lothar Kettern Spaetburgunder Rose Sekt,Sparkling Rosé,"Mosel, Germany",31 99,750 ML,4.8,5 Ratings,
Sea Sun by Charlie Wagner Chardonnay 2018,Chardonnay,California,18,750 ML,3.9,23 Ratings,WW 89
HobNob Wicked Red Blend Limited Edition 2020,Other Red Blends,"Languedoc, South of France, France",13 99,750 ML,0.0,0 Ratings,
Espectacle Montsant 2018,Grenache,"Montsant, Spain",139 99,750 ML,0.0,0 Ratings,RP 98 W & S 92
Shutter Wines Barrel Selection Cabernet Sauvignon 2013,Cabernet Sauvignon,"Napa Valley, California",175,750 ML,0.0,0 Ratings,RP 91 WE 91
Faiveley Latricieres-Chambertin Grand Cru 2002,Pinot Noir,"Gevrey-Chambertin, Cote de Nuits, Cote d'Or, Burgundy, France",289 97,750 ML,0.0,0 Ratings,V 93
High Camp Gunmetal Firelight 750ml Flask,,,124 99,0 ML,0.0,0 Ratings,
Altos las Hormigas Reserva Malbec 2018,Malbec,"Uco Valley, Mendoza, Argentina",33,750 ML,3.7,91 Ratings,RP 94 W & S 91
Terroir Sense Fronteres Brisat Montsant 2019,Grenache Blanc,"Montsant, Spain",25 99,750 ML,0.0,0 Ratings,RP 92
Tenuta Luisa Cabernet Franc 2019,Cabernet Franc,"Friuli-Venezia Giulia, Italy",18 99,750 ML,0.0,0 Ratings,
Spicerack Sonoma County Syrah 2018,Syrah/Shiraz,"Sonoma County, California",24 99,750 ML,0.0,0 Ratings,
Gerard Bertrand Cremant de Limoux Brut Rose 2018,Sparkling Rosé,"Cremant de Limoux, Limoux, Languedoc, South of France, France",20 99,750 ML,0.0,0 Ratings,WW 90
Wapisa Sauvignon Blanc 2021,Sauvignon Blanc,"Patagonia, Argentina",15 99,750 ML,0.0,0 Ratings,JS 91
Monte Bernardi Chianti Classico Riserva 2018,Sangiovese,"Chianti Classico, Chianti, Tuscany, Italy",32 99,750 ML,0.0,0 Ratings,
Dow's Vale do Bomfim 2019,Other Red Blends,"Douro, Portugal",11 99,750 ML,3.9,44 Ratings,
Fantini Sangiovese 2020,Sangiovese,"Abruzzo, Italy",13 99,750 ML,4.2,5 Ratings,
David Arthur Chardonnay 2017,Chardonnay,"Napa Valley, California",77 99,750 ML,0.0,0 Ratings,JD 93 WS 91
Jermann Red Angel in the Moonlight Pinot Noir 2017,Pinot Noir,"Friuli-Venezia Giulia, Italy",26 99,750 ML,3.1,6 Ratings,WE 92 RP 92 WS 90
Cedar + Salmon Cabernet Sauvignon 2019,Cabernet Sauvignon,"Horse Heaven Hills, Columbia Valley, Washington",21 99,750 ML,0.0,0 Ratings,
Domaine de Montille Pommard Les Pezerolles Premier Cru 2011,Pinot Noir,"Pommard, Cote de Beaune, Cote d'Or, Burgundy, France",139 97,750 ML,0.0,0 Ratings,
Ojai Bien Nacido Syrah 2019,Syrah/Shiraz,"Santa Maria Valley, Central Coast, California",52 99,750 ML,0.0,0 Ratings,
Castle Rock Central Coast Pinot Noir 2018,Pinot Noir,"Central Coast, California",11 99,750 ML,3.6,13 Ratings,WS 88
Vaughn Duffy Sauvignon Blanc 2019,Sauvignon Blanc,"Russian River, Sonoma County, California",24 99,750 ML,2.8,6 Ratings,WE 91
Honig Cabernet Sauvignon (375ML half-bottle) 2018,Cabernet Sauvignon,"Napa Valley, California",26 99,375 ML,0.0,0 Ratings,WW 92 WS 91 JD 90
Prieler Ried Seeberg Pinot Blanc 2017,Pinot Blanc,"Burgenland, Austria",25 99,750 ML,0.0,0 Ratings,
Ceretto Santo Stefano Moscato d'Asti 2020,Muscat,"Asti, Piedmont, Italy",20 99,750 ML,4.6,56 Ratings,JS 92
Chateau Bellevue Mondotte (Futures Pre-Sale) 2020,Bordeaux Red Blends,"St. Emilion, Bordeaux, France",139 97,750 ML,0.0,0 Ratings,JS 99 RP 98
19 Crimes The Warden 2018,Syrah/Shiraz,"South East Australia, Australia",19 99,750 ML,3.7,11 Ratings,
Pride Mountain Vineyards Reserve Claret 2002,Bordeaux Red Blends,"Napa Valley, California",219 97,750 ML,0.0,0 Ratings,RP 96 WS 93
Philippe Tessier Cheverny Blanc 2020,Other White Blends,"Loire, France",25 99,750 ML,0.0,0 Ratings,
Charles Krug Napa Valley Merlot 2019,Merlot,"Napa Valley, California",25 99,750 ML,0.0,0 Ratings,JS 93 WW 89
Viski Gunmetal Geo Wine Rack,,,44 99,0 ML,0.0,0 Ratings,
Talbott Kali-Hart Pinot Noir 2019,Pinot Noir,"Monterey, Central Coast, California",19 99,750 ML,0.0,0 Ratings,
Martin Ray Napa Cabernet Sauvignon 2018,Cabernet Sauvignon,"Napa Valley, California",30,750 ML,3.9,151 Ratings,JS 93
Carol Shelton Wild Thing Zinfandel 2018,Zinfandel,"Mendocino, California",19 99,750 ML,3.8,60 Ratings,WS 91 WE 90
Bodegas Riojanas Monte Real Crianza 2018,Tempranillo,"Rioja, Spain",18,750 ML,3.8,18 Ratings,JS 92 WS 90 WE 90
Francis Ford Coppola Sofia Blanc de Blancs 2018,Vintage Sparkling Wine,"Monterey, Central Coast, California",16 99,750 ML,4.1,21 Ratings,
Huntaway Reserve Sauvignon Blanc 2019,Sauvignon Blanc,"Marlborough, New Zealand",20 99,750 ML,0.0,0 Ratings,
Decoy Red 2019,Bordeaux Red Blends,California,19 99,750 ML,4.0,42 Ratings,WW 89
Fleur du Cap Pinotage 2018,Pinotage,South Africa,13 99,750 ML,0.0,0 Ratings,
Alois Lageder Chardonnay 2020,Chardonnay,"Alto Adige, Trentino-Alto Adige, Italy",16 99,750 ML,3.8,9 Ratings,JS 89
Screaming Eagle Cabernet Sauvignon (3 bottles in OWC) 2019,Cabernet Sauvignon,"Oakville, Napa Valley, California","11,999 97",750 ML,0.0,0 Ratings,V 100 JS 99 JD 98
Campagnola Amarone della Valpolicella Classico (375ML half-bottle) 2016,Other Red Blends,"Valpolicella, Veneto, Italy",23 99,375 ML,0.0,0 Ratings,JS 94 WS 90 D 90
Brandini Filari Corti Langhe Nebbiolo 2019,Nebbiolo,"Barolo, Piedmont, Italy",29 99,750 ML,0.0,0 Ratings,
Sequitur Ribbon Ridge Chardonnay 2019,Chardonnay,"Ribbon Ridge, Willamette Valley, Oregon",74 99,750 ML,0.0,0 Ratings,RP 96 WW 92
Domaine Fabien Trosset Arbin Mondeuse Terre d'Origine 2019,Mondeuse,"Savoie, France",19 99,750 ML,0.0,0 Ratings,
J.J. Prum Wehlener Sonnenuhr Riesling Kabinett 2020,Riesling,"Mosel, Germany",52 99,750 ML,0.0,0 Ratings,
Louis Jadot Nuits-Saint-Georges 2019,Pinot Noir,"Nuits-St-Georges, Cote de Nuits, Cote d'Or, Burgundy, France",67 99,750 ML,0.0,0 Ratings,BH 91
Barra of Mendocino Zinfandel 2018,Zinfandel,"Mendocino, California",19 99,750 ML,0.0,0 Ratings,WE 89
Maison Chanzy Rully En Rosey Rouge 2018,Pinot Noir,"Rully, Cote Chalonnaise, Burgundy, France",28 99,750 ML,3.7,8 Ratings,WW 91 WE 91
Dusted Valley Cabernet Sauvignon 2019,Cabernet Sauvignon,"Columbia Valley, Washington",38 99,750 ML,0.0,0 Ratings,JS 90
Roots Run Deep Educated Guess Chardonnay 2019,Chardonnay,"Sonoma Coast, Sonoma County, California",24 99,750 ML,0.0,0 Ratings,
Velenosi Passerina Brut,Non-Vintage Sparkling Wine,"Marche, Italy",18 99,750 ML,3.8,6 Ratings,
D.R. Stephens Estate Moose Valley Vineyard Cabernet Sauvignon (1.5 Liter Magnum) 2015,Cabernet Sauvignon,"Napa Valley, California",359 97,1500 ML,0.0,0 Ratings,
Wrath Fermata Chardonnay 2018,Chardonnay,"Monterey, Central Coast, California",29 99,750 ML,0.0,0 Ratings,
Lallier Grand Rose Brut,Sparkling Rosé,"Champagne, France",72 99,750 ML,3.8,14 Ratings,WE 91
Riedel Ouverture White Wine Glasses (Set of 2),,,32 97,0 ML,0.0,0 Ratings,
Salwey Estate Pinot Gris 2019,Pinot Gris/Grigio,"Baden, Germany",24 99,750 ML,0.0,0 Ratings,
Terres des Dames La Dame Rouge 2017,Rhone Red Blends,"Languedoc, South of France, France",19 99,750 ML,0.0,0 Ratings,
Bodegas Estefania Tilenus Joven Vendimia Mencia 2019,Mencia,"Bierzo, Spain",15 99,750 ML,0.0,0 Ratings,
Patrice Rion Cote de Nuits Villages Vieilles Vignes 2019,Pinot Noir,"Cote de Nuits, Cote d'Or, Burgundy, France",44 99,750 ML,0.0,0 Ratings,BH 91
JCB No. 10 Cabernet Sauvignon 2014,Cabernet Sauvignon,"Napa Valley, California",199 97,750 ML,0.0,0 Ratings,RP 94
I Lauri Montepulciano d'Abruzzo Bajo 2019,Montepulciano,"Abruzzo, Italy",16 99,750 ML,0.0,0 Ratings,
Flegenheimer Bros Out of the Park Shiraz 2017,Syrah/Shiraz,"McLaren Vale, South Australia, Australia",21 99,750 ML,3.5,9 Ratings,RP 89
Patz & Hall Pisoni Vineyard Pinot Noir 2017,Pinot Noir,"Santa Lucia Highlands, Monterey, Central Coast, California",130,750 ML,0.0,0 Ratings,
Jaine Chardonnay 2020,Chardonnay,"Columbia Valley, Washington",24,750 ML,0.0,0 Ratings,V 90
Saint-Chamant Blanc de Blancs 2011,Vintage Sparkling Wine,"Champagne, France",92 99,750 ML,0.0,0 Ratings,
Camille Melinand Fleurie 2019,Gamay,"Beaujolais, Burgundy, France",35 99,750 ML,0.0,0 Ratings,
Royal Tokaji Essencia (375ML half-bottle) 2008,Other Dessert,Hungary,899 99,375 ML,0.0,0 Ratings,RP 97
Jamieson Ranch Vineyards Whiplash Lodi Zinfandel 2019,Zinfandel,"Lodi, California",13 99,750 ML,0.0,0 Ratings,
Charles Woodson's Intercept Pinot Noir 2019,Pinot Noir,"Santa Lucia Highlands, Monterey, Central Coast, California",19 99,750 ML,0.0,0 Ratings,
Albert Bichot Nuits-Saint-Georges Chateau Gris Premier Cru Monopole 2019,Pinot Noir,"Nuits-St-Georges, Cote de Nuits, Cote d'Or, Burgundy, France",139 99,750 ML,0.0,0 Ratings,JM 95 WE 93 JS 93 BH 91
Duckhorn Sauvignon Blanc (375ML half-bottle) 2020,Sauvignon Blanc,"Napa Valley, California",12 99,375 ML,0.0,0 Ratings,WS 90 JS 90
Root 1 Cabernet Sauvignon 2019,Cabernet Sauvignon,"Colchagua Valley, Rapel Valley, Chile",9 99,750 ML,2.8,9 Ratings,
Edmunds St. John North Canyon Road Syrah 2015,Syrah/Shiraz,"El Dorado, Sierra Foothills, California",34 99,750 ML,0.0,0 Ratings,
Heitz Cellar Martha's Vineyard Cabernet Sauvignon (1.5 Liter Magnum) 2010,Cabernet Sauvignon,"Napa Valley, California",459 97,1500 ML,0.0,0 Ratings,W & S 95 D 95 JS 95 WE 94
Brick & Mortar Anderson Valley Chardonnay 2021,Chardonnay,"Anderson Valley, Mendocino, California",28 99,750 ML,0.0,0 Ratings,
Maximin Grunhaus Abtsberg Riesling Spatlese 2020,Riesling,"Mosel, Germany",45 99,750 ML,0.0,0 Ratings,
Barter & Trade Merlot 2017,Merlot,"Columbia Valley, Washington",19 99,750 ML,0.0,0 Ratings,
Pierre Jean Villa Saint-Joseph Preface 2019,Syrah/Shiraz,"Saint-Joseph, Rhone, France",54 99,750 ML,0.0,0 Ratings,WS 91 D 90
Layer Cake Bourbon Barrel Aged Cabernet Sauvignon 2019,Cabernet Sauvignon,California,17 99,750 ML,0.0,0 Ratings,
Lorelle Pinot Grigio 2020,Pinot Gris/Grigio,Oregon,10 99,750 ML,0.0,0 Ratings,
Shoofly Shiraz 2019,Syrah/Shiraz,"South Australia, Australia",12 99,750 ML,3.0,5 Ratings,
Guigal Cote Rotie La Turque 2016,Syrah/Shiraz,"Cote Rotie, Rhone, France",600,750 ML,0.0,0 Ratings,RP 98 D 98 WS 96 JD 96
Honoro Vera Merlot 2020,Merlot,"Jumilla, Spain",9 99,750 ML,0.0,0 Ratings,
Domaine des Lises Crozes-Hermitage 2019,Syrah/Shiraz,"Hermitage, Rhone, France",38 99,750 ML,0.0,0 Ratings,
Albert Bichot Horizon de Bichot Chardonnay 2017,Chardonnay,France,18,750 ML,0.0,0 Ratings,
