Name,Varietal,Region,Price,Dosage,Online_Rating,Total_Ratings,sommelier_ratings
Chateau Ste. Eulalie Minervois Plaisir d'Eulalie 2020,Rhone Red Blends,"Minervois, Languedoc, South of France, France",16 99,750 ML,0.0,0 Ratings,
Catalina Sounds Sauvignon Blanc 2020,Sauvignon Blanc,"Marlborough, New Zealand",16 99,750 ML,0.0,0 Ratings,JS 91
Paul Hobbs Beckstoffer To Kalon Vineyard Cabernet Sauvignon 2017,Cabernet Sauvignon,"Oakville, Napa Valley, California",509 99,750 ML,0.0,0 Ratings,JS 97 RP 95 WS 94
Carlisle Carlisle Vineyard Zinfandel 2019,Zinfandel,"Russian River, Sonoma County, California",62,750 ML,0.0,0 Ratings,V 96 WS 95
Marques de Caceres Cava,Non-Vintage Sparkling Wine,"Cava, Spain",13 99,750 ML,3.9,54 Ratings,TP 90
Marc Deschamps Pouilly-Fume Les Vignes de Berges 2017,Sauvignon Blanc,"Pouilly-Fume, Loire, France",30 99,750 ML,0.0,0 Ratings,
Chateau Ferran 2016,Bordeaux Red Blends,"Pessac-Leognan, Bordeaux, France",19 99,750 ML,4.0,134 Ratings,JS 91 RP 91 D 91
Domaine Pinson Freres Chablis Fourchaume Premier Cru 2019,Chardonnay,"Chablis, Burgundy, France",49 99,750 ML,0.0,0 Ratings,WE 94
Chateau Haut-Brion (1.5 Liter Magnum) 2018,Bordeaux Red Blends,"Pessac-Leognan, Bordeaux, France","1,459 99",1500 ML,0.0,0 Ratings,RP 100 JS 99 D 98 WE 98 JD 98 WS 98
Domaine Saumaize-Michelin Pouilly-Fuisse La Marechaude 2019,Chardonnay,"Pouilly-Fuisse, Maconnais, Burgundy, France",49 99,750 ML,0.0,0 Ratings,V 93 JM 92
The Vineyardist Cabernet Sauvignon 2014,Cabernet Sauvignon,"Diamond Mountain District, Napa Valley, California",274 99,750 ML,0.0,0 Ratings,RP 96
Mt. Brave Cabernet Sauvignon 2018,Cabernet Sauvignon,"Mt. Veeder, Napa Valley, California",99 99,750 ML,4.4,31 Ratings,V 97 JD 97 RP 95 JS 95 WS 95 D 94
Cartuxa Pera Manca Red 2015,Other Red Blends,"Alentejo, Portugal",459 99,750 ML,0.0,0 Ratings,
Villa Sant'Anna Chianti Colli Senesi 2018,Sangiovese,"Chianti, Tuscany, Italy",18 99,750 ML,0.0,0 Ratings,
Famille Perrin Cotes du Rhone Nature 2019,Rhone Red Blends,"Cotes du Rhone, Rhone, France",14 99,750 ML,4.0,14 Ratings,RP 89
True Myth Ryder Cup Cabernet Sauvignon 2019,Cabernet Sauvignon,"Paso Robles, Central Coast, California",25,750 ML,0.0,0 Ratings,
Behrens & Hitchcock Petite Sirah Old Vines 1997,Petite Sirah,"Sonoma County, California",89 99,750 ML,0.0,0 Ratings,
Black Estate Home Pinot Noir 2018,Pinot Noir,"Canterbury, New Zealand",34 99,750 ML,0.0,0 Ratings,WE 94
Tenuta di Arceno Valadorna 2015,Bordeaux Red Blends,"Tuscany, Italy",75,750 ML,3.8,8 Ratings,RP 95 WS 93 JS 92
Storypoint Chardonnay 2018,Chardonnay,California,13 99,750 ML,0.0,0 Ratings,
Jamieson Ranch Vineyards Light Horse Chardonnay 2017,Chardonnay,California,12 99,750 ML,3.4,8 Ratings,
Chateau Terrasson Cuvee Prevenche 2016,Bordeaux Red Blends,"Cotes de Castillon, Bordeaux, France",35,750 ML,3.6,260 Ratings,WE 92
Prager Wachstum Bodenstein Smaragd Gruner Veltliner 2020,Gruner Veltliner,"Wachau, Austria",95 99,750 ML,0.0,0 Ratings,RP 97 JS 95
Mitolo The Jester Cabernet Sauvignon 2017,Cabernet Sauvignon,"McLaren Vale, South Australia, Australia",21 99,750 ML,3.8,14 Ratings,
Chateau Montelena Estate Cabernet Sauvignon (1.5 Liter Magnum) 1995,Cabernet Sauvignon,"Calistoga, Napa Valley, California",419 97,1500 ML,0.0,0 Ratings,RP 94 WS 92
Domaine Alain Burguet Gevrey-Chambertin Mes Favorites Vieilles Vignes 2003,Pinot Noir,"Gevrey-Chambertin, Cote de Nuits, Cote d'Or, Burgundy, France",149 97,750 ML,0.0,0 Ratings,BH 90
Louis Jadot Chambertin Grand Cru 2018,Pinot Noir,"Gevrey-Chambertin, Cote de Nuits, Cote d'Or, Burgundy, France",449 99,750 ML,0.0,0 Ratings,RP 94
Darms Lane Fortune 1621 Cabernet Sauvignon 2019,Cabernet Sauvignon,"Napa Valley, California",31 99,750 ML,0.0,0 Ratings,
De Novo Wines Alexander Valley Cabernet Sauvignon 2016,Cabernet Sauvignon,"Alexander Valley, Sonoma County, California",29 99,750 ML,0.0,0 Ratings,
La Braccesca Santa Pia Vino Nobile di Montepulciano Riserva 2016,Sangiovese,"Montepulciano, Tuscany, Italy",39 99,750 ML,0.0,0 Ratings,WE 92 WS 91
J. Lohr Arroyo Vista Vineyard Series Chardonnay 2020,Chardonnay,"Arroyo Seco, Monterey, Central Coast, California",24 99,750 ML,0.0,0 Ratings,WW 90
LOLA Wines Chardonnay 2020,Chardonnay,"Sonoma County, California",21 99,750 ML,0.0,0 Ratings,
Jane et Sylvain Gevrey-Chambertin Fonteny Premier Cru 2014,Pinot Noir,"Gevrey-Chambertin, Cote de Nuits, Cote d'Or, Burgundy, France",79 99,750 ML,0.0,0 Ratings,
Monte Rio Mission 2021,Pais,"Lodi, California",24 99,750 ML,0.0,0 Ratings,
90 Point Red & White Wine Collection,,,130,750 ML,0.0,0 Ratings,
Kathryn Kennedy Santa Cruz Mountains Estate Cabernet Sauvignon 2014,Cabernet Sauvignon,"Santa Cruz Mountains, California",259 97,750 ML,0.0,0 Ratings,
FitVine Wine Prosecco,Non-Vintage Sparkling Wine,"Veneto, Italy",17 99,750 ML,0.0,0 Ratings,WW 89
Peltier Black Diamond Cabernet Sauvignon 2017,Cabernet Sauvignon,"Lodi, California",25,750 ML,3.6,6 Ratings,WE 90
Louis Roederer Cristal Brut with Gift Box 2014,Vintage Sparkling Wine,"Champagne, France",399 97,750 ML,0.0,0 Ratings,WS 98 JS 97 JD 96 RP 96 D 95
Rhys Vineyards Alpine Vineyard Pinot Noir 2007,Pinot Noir,"Santa Cruz Mountains, California",99 99,750 ML,0.0,0 Ratings,RP 93 BH 92
Weingut Sattlerhof Gamlitz Sauvignon Blanc 2017,Sauvignon Blanc,Austria,40,750 ML,3.7,5 Ratings,WE 90 RP 90
Pellet Estate Henry's Reserve 2017,Bordeaux Red Blends,"Napa Valley, California",179 99,750 ML,5.0,15 Ratings,WW 94 V 93 JD 93
Quinta do Vesuvio Vintage Port 2018,Port,"Douro, Portugal",85,750 ML,0.0,0 Ratings,WS 97 JS 96 WE 94 RP 94
Silver Oak Alexander Valley Cabernet Sauvignon (1.5 Liter Magnum) 2017,Cabernet Sauvignon,"Alexander Valley, Sonoma County, California",189 97,1500 ML,0.0,0 Ratings,WW 93
Dolin Rouge Vermouth de Chambery,Vermouth,"South of France, France",17 99,750 ML,0.0,0 Ratings,
Grgich Hills Estate Yountville Old Vine Cabernet Sauvignon 2017,Cabernet Sauvignon,"Yountville, Napa Valley, California",139 99,750 ML,0.0,0 Ratings,
Chateau de la Tour Clos Vougeot Vieilles Vignes Grand Cru 2015,Pinot Noir,"Vougeot, Cote de Nuits, Cote d'Or, Burgundy, France",500,750 ML,0.0,0 Ratings,V 95 BH 95 WS 92
Jacquesson Cuvee 744 Extra Brut,Non-Vintage Sparkling Wine,"Champagne, France",100,750 ML,0.0,0 Ratings,RP 94 JS 92
Girard Cabernet Sauvignon 2018,Cabernet Sauvignon,"Napa Valley, California",29 99,750 ML,4.4,36 Ratings,JS 91
Domaine du Grand Montmirail Gigondas Les Deux Juliettes (375Ml half-bottle) 2019,Rhone Red Blends,"Gigondas, Rhone, France",15 99,375 ML,0.0,0 Ratings,JD 93
Dona Paula 1350 Red Blend 2016,Other Red Blends,"Uco Valley, Mendoza, Argentina",24 99,750 ML,4.1,13 Ratings,JS 92
Penfolds Grange 2014,Syrah/Shiraz,"South Australia, Australia",850,750 ML,4.6,10 Ratings,D 100 RP 98 WS 98 JD 97 WE 97 JS 96 W & S 96
Selbach Oster Zeltinger Himmelreich Riesling Kabinett Halbtrocken 2018,Riesling,"Mosel, Germany",29,750 ML,4.1,15 Ratings,WS 92 W & S 90
Vocal Vineyards Bates Ranch Cabernet Sauvignon 2018,Cabernet Sauvignon,"Santa Cruz Mountains, California",77 99,750 ML,0.0,0 Ratings,
Guy Amiot Bourgogne Blanc 2017,Chardonnay,"Burgundy, France",43 99,750 ML,0.0,0 Ratings,
Bodegas Muga Cava Conde de Haro 2018,Vintage Sparkling Wine,"Rioja, Spain",29 99,750 ML,0.0,0 Ratings,
Mionetto Prosecco Brut (187ML Split),Non-Vintage Sparkling Wine,"Prosecco, Italy",7 99,187 ML,4.2,58 Ratings,
Paitin Barbera d'Alba Serra 2018,Barbera,"Alba, Piedmont, Italy",22 99,750 ML,3.4,5 Ratings,
Antinori Pian delle Vigne Rosso di Montalcino 2019,Sangiovese,"Montalcino, Tuscany, Italy",29 99,750 ML,0.0,0 Ratings,JS 92
Bodegas Vega Sicilia Valbuena 5 2014,Tempranillo,"Ribera del Duero, Spain",215,750 ML,4.6,22 Ratings,RP 96 JS 96 V 96 D 94 WE 94 WS 93
Faiveley Nuits-St-Georges Les Damodes Premier Cru 2018,Pinot Noir,"Nuits-St-Georges, Cote de Nuits, Cote d'Or, Burgundy, France",119 99,750 ML,0.0,0 Ratings,JM 95 RP 92 BH 92
Domaine Tempier La Tourtine Bandol Rouge (1.5 Liter Magnum) 2019,Mourvedre,"Bandol, Provence, South of France, France",199 99,1500 ML,0.0,0 Ratings,
Von Winning Riesling Extra Brut Sekt,Non-Vintage Sparkling Wine,"Pfalz, Germany",27 99,750 ML,4.0,14 Ratings,
Barra of Mendocino Pinot Noir 2019,Pinot Noir,"Mendocino, California",23 99,750 ML,0.0,0 Ratings,WE 92
Lo-Fi Wines Cabernet Franc 2019,Cabernet Franc,"Santa Ynez Valley, Santa Barbara, Central Coast, California",28 99,750 ML,0.0,0 Ratings,
Chateau de Gaudou Tradition 2018,Other Red Blends,"Cahors, Southwest, France",16 99,750 ML,0.0,0 Ratings,
Ruffino Pinot Grigio Lumina 2020,Pinot Gris/Grigio,"Tuscany, Italy",8 99,750 ML,4.1,9 Ratings,
Casa Rossa Rosso,Other Red Wine,"Tuscany, Italy",13 99,750 ML,4.3,56 Ratings,
A.R. Lenoble Grand Cru Blanc de Blancs 2012,Vintage Sparkling Wine,"Champagne, France",99 99,750 ML,0.0,0 Ratings,WE 92 WS 92 D 91
Guido Porro Vigna l'Pari Dolcetto d'Alba 2017,Dolcetto,"Alba, Piedmont, Italy",21 99,750 ML,0.0,0 Ratings,
Louis Jadot Bourgogne Pinot Noir 2019,Pinot Noir,"Burgundy, France",21 99,750 ML,3.8,5 Ratings,
Dei Rosso di Montepulciano 2020,Sangiovese,"Montepulciano, Tuscany, Italy",17 99,750 ML,0.0,0 Ratings,
Henri Bourgeois Sancerre La Cote des Monts Damnes 2020,Sauvignon Blanc,"Sancerre, Loire, France",39 99,750 ML,4.9,11 Ratings,JS 92
Tornatore Pietrarizzo Etna Rosso 2016,Nerello Mascalese,"Sicily, Italy",47 99,750 ML,3.9,129 Ratings,JS 93 WE 93
"Folk Tree ""Village Series"" Chardonnay 2018",Chardonnay,California,20 99,750 ML,0.0,0 Ratings,
Sinor-LaVallee White Label Syrah 2013,Syrah/Shiraz,"Central Coast, California",44 99,750 ML,0.0,0 Ratings,
Benovia Tilton Hill Pinot Noir 2017,Pinot Noir,"Sonoma Coast, Sonoma County, California",60 98,750 ML,0.0,0 Ratings,CG 92
Red Rock Malbec 2019,Malbec,"Mendoza, Argentina",9 99,750 ML,0.0,0 Ratings,
Davey & Browne Vortex 2017,Cabernet Sauvignon,"McLaren Vale, South Australia, Australia",21 99,750 ML,3.6,7 Ratings,WW 91 JS 90
Carol Shelton Wild Thing Rendezvous Rose 2021,Rosé,"Mendocino, California",18 99,750 ML,0.0,0 Ratings,
Realm Cellars Beckstoffer To Kalon Cabernet Sauvignon 2012,Cabernet Sauvignon,"Oakville, Napa Valley, California",349 97,750 ML,0.0,0 Ratings,RP 97 WS 93
Weingut Willi Schaefer Graacher Himmelreich Riesling Kabinett 2020,Riesling,"Mosel, Germany",44 99,750 ML,0.0,0 Ratings,JS 94 RP 93
Chateau Hyot 2016,Bordeaux Red Blends,"Cotes de Castillon, Bordeaux, France",14 99,750 ML,3.7,23 Ratings,JS 90
L’Atelier Classic Wing Corkscrew,,,39 99,0 ML,0.0,0 Ratings,
L'Ecole 41 Columbia Valley Merlot 2018,Merlot,"Columbia Valley, Washington",24 99,750 ML,3.9,24 Ratings,
Domaine De La Verde Vacqueyras Prelude 2018,Rhone Red Blends,"Vacqueyras, Rhone, France",25,750 ML,0.0,0 Ratings,JD 89
Rocca di Frassinello Maremma Ornello 2016,Tuscan Blends,"Tuscany, Italy",27 99,750 ML,0.0,0 Ratings,WS 92
Domaine Meo-Camuzet Clos de Vougeot Grand Cru Pres le Cellier 2017,Pinot Noir,"Vougeot, Cote de Nuits, Cote d'Or, Burgundy, France",450,750 ML,0.0,0 Ratings,WS 96 D 94 BH 93
Bruno Giacosa Barbaresco Rabaja 1996,Nebbiolo,"Barbaresco, Piedmont, Italy",559 97,750 ML,0.0,0 Ratings,
Bodegas Altanza Lealtanza Reserva 2014,Tempranillo,"Rioja, Spain",28 99,750 ML,0.0,0 Ratings,JS 90
Matanzas Creek Sonoma County Sauvignon Blanc 2020,Sauvignon Blanc,"Sonoma County, California",22,750 ML,0.0,0 Ratings,
Boizel Brut Reserve,Non-Vintage Sparkling Wine,"Champagne, France",49 99,750 ML,4.0,7 Ratings,D 97 WE 90 WS 90
Sextant Central Coast Chardonnay 2018,Chardonnay,"Central Coast, California",17 99,750 ML,0.0,0 Ratings,
Rhys Vineyards Alpine Vineyard Pinot Noir 2009,Pinot Noir,"Santa Cruz Mountains, California",149 97,750 ML,0.0,0 Ratings,BH 93
90 Point Red & White Schug Winery Gift Set,,,66,0 ML,0.0,0 Ratings,
Abacela Fiesta Tempranillo 2018,Tempranillo,"Umpqua Valley, Oregon",34 99,750 ML,3.9,5 Ratings,JS 90 WE 90
Laffourcade Savennieres 2018,Chenin Blanc,"Anjou, Loire, France",34 99,750 ML,4.3,5 Ratings,
Dugat-Py Gevrey-Chambertin Champeaux Vieilles Vignes Premier Cru 2019,Pinot Noir,"Gevrey-Chambertin, Cote de Nuits, Cote d'Or, Burgundy, France",399 99,750 ML,0.0,0 Ratings,V 95 BH 94 RP 94
Luca Old Vine Malbec 2018,Malbec,"Uco Valley, Mendoza, Argentina",30 99,750 ML,4.2,125 Ratings,JS 94 WE 93 RP 92
Paul Pernot Puligny-Montrachet Folatieres Premer Cru 2020,Chardonnay,"Puligny-Montrachet, Cote de Beaune, Cote d'Or, Burgundy, France",129 99,750 ML,0.0,0 Ratings,JM 93
Tenuta di Ghizzano Nambrot 2017,Bordeaux Red Blends,"Tuscany, Italy",46 99,750 ML,0.0,0 Ratings,JS 92
Sine Qua Non Omega Pinot Noir 2003,Pinot Noir,California,609 97,750 ML,0.0,0 Ratings,RP 93
Bodega Pablo Fallabrino Barbera 2019,Barbera,Uruguay,19 99,750 ML,0.0,0 Ratings,
Domaine de Montille Clos Vougeot Grand Cru 2018,Pinot Noir,"Vougeot, Cote de Nuits, Cote d'Or, Burgundy, France",264 99,750 ML,0.0,0 Ratings,BH 94 RP 94
Chateau Coupe Roses Granaxa 2015,Grenache,"Minervois, Languedoc, South of France, France",30 99,750 ML,2.9,9 Ratings,
Hewitson Miss Harry Chardonnay 2016,Chardonnay,"Barossa, South Australia, Australia",19 98,750 ML,2.9,5 Ratings,
Berlucchi '61 Brut Rose,Sparkling Rosé,"Lombardy, Italy",35 99,750 ML,0.0,0 Ratings,WE 92 WS 91 TP 90 JS 90 RP 90
Domaine Bruno Clavelier Nuits-St-Georges Aux Cras Vieilles Vignes Premier Cru 2017,Pinot Noir,"Nuits-St-Georges, Cote de Nuits, Cote d'Or, Burgundy, France",189 97,750 ML,0.0,0 Ratings,BH 93
Quinta do Vesuvio Douro Red 2015,Other Red Blends,"Douro, Portugal",81 99,750 ML,0.0,0 Ratings,WE 95
Kangarilla Road Chardonnay 2019,Chardonnay,"Adelaide Hills, South Australia, Australia",23 99,750 ML,4.6,5 Ratings,
Sarah's Vineyard Madonne GSM 2017,Rhone Red Blends,"Santa Clara Valley, San Francisco Bay, Central Coast, California",23 99,750 ML,0.0,0 Ratings,
Pali Wine Co Fiddlestix Pinot Noir 2017,Pinot Noir,"Sta. Rita Hills, Santa Barbara, Central Coast, California",68 99,750 ML,0.0,0 Ratings,WE 92 JD 90
Vincent Girardin Corton-Charlemagne Grand Cru 2001,Chardonnay,"Burgundy, France",155 97,750 ML,0.0,0 Ratings,RP 90
Valley of the Moon Pinot Gris-Viognier 2021,Other White Blends,"Sonoma County, California",15 99,750 ML,0.0,0 Ratings,
Clos Du Val Napa Valley Chardonnay 2019,Chardonnay,"Napa Valley, California",32,750 ML,0.0,0 Ratings,WE 92
Le Corti Don Tommaso Chianti Classico Gran Selezione 2016,Sangiovese,"Chianti Classico, Chianti, Tuscany, Italy",49 99,750 ML,0.0,0 Ratings,JS 96 RP 93 WE 90
Anthem Mt. Veeder Estate Cabernet Sauvignon 2015,Cabernet Sauvignon,"Mt. Veeder, Napa Valley, California",99 97,750 ML,0.0,0 Ratings,
Billecart Salmon Brut Reserve & Gold Gift Box,,,64 99,750 ML,0.0,0 Ratings,
Anarchist Wine Co. Anarchist White Blend 2019,Other White Blends,"Clarksburg, Yolo County, California",23 99,750 ML,0.0,0 Ratings,
Chateau Loudenne Blanc 2016,Other White Blends,"Bordeaux, France",29 99,750 ML,0.0,0 Ratings,
Chateau Cos d'Estournel Goulee 2016,Bordeaux Red Blends,"Medoc, Bordeaux, France",36 99,750 ML,3.5,5 Ratings,JS 93
Dark Horse Sauvignon Blanc 2020,Sauvignon Blanc,California,7 99,750 ML,3.6,56 Ratings,
Rhys Vineyards Skyline Vineyard Syrah 2008,Syrah/Shiraz,"Santa Cruz Mountains, California",89 97,750 ML,0.0,0 Ratings,RP 90
Terres Blondes Sauvignon Blanc 2018,Sauvignon Blanc,"Touraine, Loire, France",13 99,750 ML,0.0,0 Ratings,
Outpost True Vineyard Cabernet Sauvignon 2016,Cabernet Sauvignon,"Howell Mountain, Napa Valley, California",399 97,750 ML,0.0,0 Ratings,RP 100 JD 99 JS 95
Lava Cap Reserve Chardonnay 2019,Chardonnay,"El Dorado, Sierra Foothills, California",23 99,750 ML,3.9,12 Ratings,WE 90
Chateau Pavie (1.5 Liter Magnum) 2018,Bordeaux Red Blends,"St. Emilion, Bordeaux, France",879 99,1500 ML,0.0,0 Ratings,JD 100 JS 99 RP 99 WS 98 D 96
Selbach Mosel Riesling Kabinett (Fish Label) 2018,Riesling,"Mosel, Germany",18 99,750 ML,0.0,0 Ratings,
Dominus Estate 2002,Bordeaux Red Blends,"Napa Valley, California",429 97,750 ML,0.0,0 Ratings,RP 99 W & S 94
Canvasback Red Mountain Cabernet Sauvignon (1.5 Liter Magnum) 2017,Cabernet Sauvignon,"Red Mountain, Yakima Valley, Columbia Valley, Washington",79 99,1500 ML,0.0,0 Ratings,W & S 93 WE 91 JD 91 RP 90
Arrowood Reserve Speciale Cabernet Sauvignon 2014,Cabernet Sauvignon,"Sonoma Valley, Sonoma County, California",100,750 ML,4.8,5 Ratings,RP 95
Ledge MCA Cuvee 2018,Other Red Blends,"Paso Robles, Central Coast, California",39 99,750 ML,0.0,0 Ratings,JD 94
Chateau Cheval Blanc (Futures Pre-Sale) 2020,Bordeaux Red Blends,"St. Emilion, Bordeaux, France",569 97,750 ML,0.0,0 Ratings,D 99
Maso Canali Pinot Grigio 2020,Pinot Gris/Grigio,"Trentino-Alto Adige, Italy",17 99,750 ML,0.0,0 Ratings,
Chateau Cheval Blanc (bin soiled labels) 1995,Bordeaux Red Blends,"St. Emilion, Bordeaux, France",549 97,750 ML,0.0,0 Ratings,
Patz & Hall Zio Tony Ranch Chardonnay 2018,Chardonnay,"Russian River, Sonoma County, California",69 99,750 ML,0.0,0 Ratings,
Passionate Wines Via Revolucionaria Bonarda Pura 2020,Bonarda,"Mendoza, Argentina",14 99,750 ML,4.0,5 Ratings,
St. Innocent Freedom Hill Pinot Blanc 2019,Pinot Blanc,"Eola-Amity Hills, Willamette Valley, Oregon",21 99,750 ML,0.0,0 Ratings,
Hudelot-Noellat Chambolle Musigny 2012,Pinot Noir,"Chambolle-Musigny, Cote de Nuits, Cote d'Or, Burgundy, France",139 97,750 ML,0.0,0 Ratings,
Kracher Trocken Pinot Gris 2019,Pinot Gris/Grigio,"Burgenland, Austria",22 99,750 ML,0.0,0 Ratings,
Il Borro Lamelle Chardonnay 2020,Chardonnay,"Tuscany, Italy",22 99,750 ML,0.0,0 Ratings,TP 92
Revana Terroir Series Napa Valley Cabernet Sauvignon 2017,Cabernet Sauvignon,"St. Helena, Napa Valley, California",105,750 ML,0.0,0 Ratings,
Chateau Pontet-Canet (1.5 Liter Futures Pre-Sale) 2020,Bordeaux Red Blends,"Pauillac, Bordeaux, France",224 97,1500 ML,0.0,0 Ratings,JS 99 RP 98 WE 98 D 97
Domaine Drouhin Oregon Pinot Noir 2019,Pinot Noir,"Dundee Hills, Willamette Valley, Oregon",44 99,750 ML,4.6,9 Ratings,RP 96 JS 94 WS 93 WE 92
Reserve de Bonpas Chateauneuf-du-Pape 2017,Rhone Red Blends,"Chateauneuf-du-Pape, Rhone, France",59 99,750 ML,0.0,0 Ratings,
Halter Ranch Vineyard Cotes de Paso 2019,Rhone Red Blends,"Adelaida District, Paso Robles, Central Coast, California",46,750 ML,0.0,0 Ratings,
Silver Ridge Cabernet Sauvignon 2017,Cabernet Sauvignon,California,10 99,750 ML,0.0,0 Ratings,
Sarah's Vineyard Santa Cruz Mountains Pinot Noir 2017,Pinot Noir,"Central Coast, California",45,750 ML,0.0,0 Ratings,RP 92 WW 92
Casa Ferreirinha Quinta da Leda 2018,Other Red Blends,"Douro, Portugal",76 99,750 ML,0.0,0 Ratings,
Rhys Vineyards Horseshoe Vineyard Pinot Noir 2009,Pinot Noir,"Santa Cruz Mountains, California",109 97,750 ML,0.0,0 Ratings,RP 94 WS 92
Bodega Lanzaga Lanzaga 2017,Tempranillo,"Rioja, Spain",39 99,750 ML,0.0,0 Ratings,RP 94
Laurel Glen Sonoma Mountain Estate Cabernet Sauvignon 2016,Cabernet Sauvignon,"Sonoma Mountain, Sonoma Valley, Sonoma County, California",99 99,750 ML,0.0,0 Ratings,WE 94 W & S 92
Bodegas Mas Alta Romani La Basseta 2017,Grenache,"Priorat, Spain",79 99,750 ML,0.0,0 Ratings,RP 94
Massolino Barbera d'Alba 2020,Barbera,"Alba, Piedmont, Italy",27 99,750 ML,0.0,0 Ratings,
Clos des Fous PMG Pinot Noir 2019,Pinot Noir,Chile,17 99,750 ML,0.0,0 Ratings,
Yealands Estate Single Vineyard Pinot Noir 2019,Pinot Noir,"Marlborough, New Zealand",34 99,750 ML,3.6,9 Ratings,WW 92 JS 90 RP 90
Matanzas Creek Alexander Valley Merlot 2018,Merlot,"Alexander Valley, Sonoma County, California",40,750 ML,0.0,0 Ratings,
Marchesi di Gresy Barbaresco Martinenga (375ML half-bottle) 2017,Nebbiolo,"Barbaresco, Piedmont, Italy",38 99,375 ML,0.0,0 Ratings,RP 94 WS 93 WE 93
Kim Crawford Pinot Noir 2019,Pinot Noir,New Zealand,17 99,750 ML,4.4,6 Ratings,
William Knuttel Bill’s Hidden Track Pinot Noir 2018,Pinot Noir,"Sonoma Coast, Sonoma County, California",22,750 ML,0.0,0 Ratings,
Parador Reserva Red 2012,Other Red Blends,"Napa Valley, California",69 99,750 ML,0.0,0 Ratings,WW 92
Sine Qua Non This Is Not An Exit Grenache (Esto No Es una Salida) 2009,Grenache,California,599 97,750 ML,0.0,0 Ratings,RP 96 WS 93
Nicole Lamarche Vosne-Romanee Les Malconsorts Premier Cru 2018,Pinot Noir,"Vosne-Romanee, Cote de Nuits, Cote d'Or, Burgundy, France",339 99,750 ML,0.0,0 Ratings,V 94
Cantine Maschio Sparkling Rose,Sparkling Rosé,"Veneto, Italy",12 99,750 ML,0.0,0 Ratings,
Frank Family Vineyards Chardonnay 2020,Chardonnay,"Carneros, California",36 99,750 ML,4.4,5 Ratings,V 92
Ramos Pinto 10 Year Tawny Ervamoira,Port,Portugal,41 99,750 ML,4.2,40 Ratings,WS 92 W & S 92 D 92 RP 91 WE 90 WW 90
Flowers Sonoma Coast Chardonnay & Godiva White Chocolate Gift Box,,,84 99,0 ML,0.0,0 Ratings,
Guerrieri Rizzardi Pojega Ripasso della Valpolicella 2015,Other Red Blends,"Valpolicella, Veneto, Italy",23 99,750 ML,0.0,0 Ratings,
Domaine Raoul Gautherin & Fils Chablis Vieilles Vignes 2018,Chardonnay,"Chablis, Burgundy, France",40 99,750 ML,0.0,0 Ratings,
Azelia Barolo Bricco Fiasco (stained labels) 1996,Nebbiolo,"Barolo, Piedmont, Italy",129 97,750 ML,0.0,0 Ratings,RP 93 WS 91
Louis Metaireau Muscadet Black Label Sur Lie 2020,Melon de Bourgogne,"Pays Nantais, Loire, France",21 99,750 ML,0.0,0 Ratings,
Bodega Pablo Fallabrino Tannat Normale 2018,Tannat,Uruguay,41 99,750 ML,3.9,6 Ratings,
Zuccardi Finca Piedra Infinita Supercal 2017,Malbec,"Uco Valley, Mendoza, Argentina",249 99,750 ML,0.0,0 Ratings,RP 97 JS 97
Pomona Chianti Classico Riserva 2017,Sangiovese,"Chianti Classico, Chianti, Tuscany, Italy",32 99,750 ML,0.0,0 Ratings,
No Girls La Paciencia Vineyard Grenache 2014,Grenache,"Walla Walla Valley, Columbia Valley, Washington",134 97,750 ML,0.0,0 Ratings,WS 94 JS 93
Domaine de la Solitude Cotes Du Rhone Red 2020,Rhone Red Blends,"Cotes du Rhone, Rhone, France",15 99,750 ML,0.0,0 Ratings,JS 92
Quinta de la Rosa Vintage Port 2016,Port,"Douro, Portugal",90,750 ML,0.0,0 Ratings,WE 95 RP 93 WS 92
Giuseppe Cortese Langhe Nebbiolo 2018,Nebbiolo,"Piedmont, Italy",29 99,750 ML,3.9,21 Ratings,JS 91 WS 90
Diwald Grossriedenthaler Loss Zweigelt 2019,Zweigelt,Austria,21 99,750 ML,0.0,0 Ratings,
Domaine de la Fruitiere Chardonnay 2020,Chardonnay,"Loire, France",17 99,750 ML,0.0,0 Ratings,
Giant Steps Yarra Valley Chardonnay 2021,Chardonnay,"Yarra Valley, Victoria, Australia",34 99,750 ML,0.0,0 Ratings,JH 95
Sine Qua Non Trouver l'Arene Syrah (1.5 Liter Magnum) 2015,Syrah/Shiraz,California,"1,199 97",1500 ML,0.0,0 Ratings,
Rutherford Ranch Cabernet Sauvignon 2018,Cabernet Sauvignon,"Napa Valley, California",34,750 ML,4.0,98 Ratings,WS 91
Banfi Chianti Classico 2019,Sangiovese,"Chianti Classico, Chianti, Tuscany, Italy",15 99,750 ML,3.7,27 Ratings,WS 91
Fairsing Vineyard Sullivan Pinot Noir 2016,Pinot Noir,"Yamhill-Carlton District, Willamette Valley, Oregon",62,750 ML,0.0,0 Ratings,WS 92 RP 90
Quinta do Vesuvio Vintage Port Capela 2017,Port,Portugal,179 99,750 ML,0.0,0 Ratings,JS 99 WS 97 D 97 WE 95 W & S 93
Chateau Clos St. Martin (Futures Pre-Sale) 2020,Bordeaux Red Blends,"St. Emilion, Bordeaux, France",109 97,750 ML,0.0,0 Ratings,D 94 RP 92
