Name,Varietal,Region,Price,Dosage,Online_Rating,Total_Ratings,sommelier_ratings
Delas Crozes-Hermitage Domaine des Grands Chemins 2017,Syrah/Shiraz,"Crozes-Hermitage, Rhone, France",41 99,750 ML,0.0,0 Ratings,JD 92 RP 91 JS 91 WS 91 WE 91
Dominique Cornin Macon-Chaintre Les Serreudieres 2018,Chardonnay,"Macon Villages, Maconnais, Burgundy, France",28 99,750 ML,0.0,0 Ratings,
Domaine Dirler-Cade Cremant d'Alsace Brut Nature Rose 2017,Sparkling Rosé,"Alsace, France",30 99,750 ML,0.0,0 Ratings,
Parducci Small Lot Chardonnay 2020,Chardonnay,"Mendocino, California",14 99,750 ML,3.7,17 Ratings,WW 89
Domaine Bruno Clavelier Nuits-St-Georges Aux Cras Vieilles Vignes Premier Cru 2012,Pinot Noir,"Nuits-St-Georges, Cote de Nuits, Cote d'Or, Burgundy, France",159 97,750 ML,0.0,0 Ratings,
Sbragia Gino's Dry Creek Valley Zinfandel 2017,Zinfandel,"Dry Creek Valley, Sonoma County, California",33 99,750 ML,0.0,0 Ratings,
Domaine Perraud Macon-Villages Vieilles Vignes 2019,Chardonnay,"Macon Villages, Maconnais, Burgundy, France",22 99,750 ML,4.3,7 Ratings,
Tablas Creek Esprit de Tablas Blanc (375ML half-bottle) 2019,Rhone White Blends,"Central Coast, California",27 99,375 ML,0.0,0 Ratings,TP 93 RP 92 JD 90
Yarden Pinot Gris (OK Kosher) 2018,Pinot Gris/Grigio,Israel,22 99,750 ML,0.0,0 Ratings,
Simi Cabernet Sauvignon 2018,Cabernet Sauvignon,"Sonoma County, California",24 99,750 ML,3.9,80 Ratings,
Scar of the Sea Bien Nacido Vineyard Chardonnay 2019,Chardonnay,"Santa Maria Valley, Central Coast, California",52 99,750 ML,0.0,0 Ratings,
Domaine de la Pousse d'Or Chambolle-Musigny Les Charmes Premier Cru 2013,Pinot Noir,"Chambolle-Musigny, Cote de Nuits, Cote d'Or, Burgundy, France",259 99,750 ML,0.0,0 Ratings,
Farella Estate Cabernet Sauvignon 2017,Cabernet Sauvignon,"Coombsville, Napa Valley, California",76 99,750 ML,0.0,0 Ratings,JS 92 RP 91
Montes Alpha Series Cabernet Sauvignon 2018,Cabernet Sauvignon,"Colchagua Valley, Rapel Valley, Chile",20,750 ML,3.7,11 Ratings,JS 92 V 92
Peyrassol Chateau Peyrassol Rose 2020,Rosé,"Cotes de Provence, Provence, South of France, France",42,750 ML,2.8,7 Ratings,
Silverado SOLO Cabernet Sauvignon 2016,Cabernet Sauvignon,"Stags Leap District, Napa Valley, California",129 99,750 ML,0.0,0 Ratings,WW 95
Chateau de Saint Cosme Cote Rotie 2019,Syrah/Shiraz,"Cote Rotie, Rhone, France",99 99,750 ML,0.0,0 Ratings,RP 95 WS 95 W & S 95 JD 94
Vignamaggio Cabernet Franc 2010,Cabernet Franc,"Tuscany, Italy",79 99,750 ML,0.0,0 Ratings,V 93 WS 92
Pierre Damoy Chapelle Chambertin Grand Cru 2015,Pinot Noir,"Gevrey-Chambertin, Cote de Nuits, Cote d'Or, Burgundy, France",699 99,750 ML,0.0,0 Ratings,WS 96 BH 93 RP 92
Garnier et Fils Chablis 2019,Chardonnay,"Chablis, Burgundy, France",30 99,750 ML,0.0,0 Ratings,
Bodegas Renacer Repasso Malbec 2018,Malbec,"Mendoza, Argentina",17 99,750 ML,0.0,0 Ratings,
Angulo Innocenti Malbec 2018,Malbec,"Mendoza, Argentina",13 99,750 ML,0.0,0 Ratings,
Parusso Barolo Mosconi 2016,Nebbiolo,"Barolo, Piedmont, Italy",119 99,750 ML,0.0,0 Ratings,JS 97 RP 95 D 92
Red Newt Cellars Cabernet Franc 2018,Cabernet Franc,"Finger Lakes, New York, Other U.S.",19 99,750 ML,3.3,25 Ratings,WE 90
Huarpe Lancatay Cabernet Sauvignon 2018,Cabernet Sauvignon,"Mendoza, Argentina",11 99,750 ML,3.4,5 Ratings,
Hill Family Estate The Barrel Blend 2018,Other Red Blends,"Napa Valley, California",27 99,750 ML,3.8,16 Ratings,JS 93
Bouchard Pere & Fils Chevalier-Montrachet Grand Cru (3 Liter - cracked wax capsule) 2000,Chardonnay,"Burgundy, France","1,499 97",3000 ML,0.0,0 Ratings,V 93
Familia Torres Altos Ibericos Crianza 2017,Tempranillo,"Rioja, Spain",15 99,750 ML,4.2,26 Ratings,
Spiegelau Single Barrel Bourbon Glass (Set of 4),,,49 99,0 ML,0.0,0 Ratings,
Fess Parker Rodney's Vineyard Dry Riesling 2020,Riesling,"Santa Barbara, Central Coast, California",23 99,750 ML,0.0,0 Ratings,
Fleur du Cap Essence du Cap Chardonnay 2018,Chardonnay,South Africa,12 99,750 ML,3.6,9 Ratings,
Baron Herzog Sauvignon Blanc (OU Kosher) 2020,Sauvignon Blanc,"Clarksburg, Yolo County, California",12 99,750 ML,0.0,0 Ratings,
David Arthur Elevation 1147 Estate Cabernet Sauvignon (1.5 Liter Magnum) 2004,Cabernet Sauvignon,"Napa Valley, California",329 97,1500 ML,0.0,0 Ratings,WS 91
Patrice Rion Nuits-Saint-Georges Clos des Argillieres Premier Cru 2018,Pinot Noir,"Nuits-St-Georges, Cote de Nuits, Cote d'Or, Burgundy, France",139 99,750 ML,0.0,0 Ratings,JM 94 BH 92
Borne of Fire Chardonnay 2019,Chardonnay,"Columbia Valley, Washington",16 99,750 ML,0.0,0 Ratings,JD 89
Tua Rita Per Sempre Syrah 2019,Syrah/Shiraz,"Tuscany, Italy",199 99,750 ML,0.0,0 Ratings,RP 98
Damilano Marghe Nebbiolo Langhe 2018,Nebbiolo,"Piedmont, Italy",25 99,750 ML,3.9,14 Ratings,JS 90
Bodega Chakana Vino de Parcela Gravas 2015,Malbec,"Mendoza, Argentina",50,750 ML,0.0,0 Ratings,WE 92
Villa Maria Bubbly Sauvignon Blanc 2020,Vintage Sparkling Wine,"Marlborough, New Zealand",17 99,750 ML,0.0,0 Ratings,
Chloe Monterey County Pinot Noir 2019,Pinot Noir,"Monterey, Central Coast, California",17,750 ML,3.7,26 Ratings,
Sangre de Toro Tempranillo 2020,Tempranillo,"La Mancha, Spain",14 99,750 ML,0.0,0 Ratings,
Yves Leccia Patrimonio Rouge 2019,Other Red Blends,"Corsica, France",44 99,750 ML,0.0,0 Ratings,
Bouchard Pere & Fils Beaune Greves Vigne de l'Enfant Jesus (375ML half-bottle) 2019,Pinot Noir,"Beaune, Cote de Beaune, Cote d'Or, Burgundy, France",89,375 ML,0.0,0 Ratings,JS 96 WS 94 RP 93 WW 93
Lewis Cellars Reserve Cabernet Sauvignon (1.5 Liter Magnum) 2018,Cabernet Sauvignon,"Napa Valley, California",349 97,1500 ML,0.0,0 Ratings,WS 94
Bergh Riesling 2020,Riesling,Austria,17 99,750 ML,5.0,7 Ratings,
Arnot-Roberts Syrah 2020,Syrah/Shiraz,California,42 99,750 ML,0.0,0 Ratings,
Gaja Ca'Marcanda Promis 2019,Tuscan Blends,"Tuscany, Italy",49 99,750 ML,4.4,10 Ratings,
The Fableist Albarino 2020,Albarino,"Central Coast, California",18 99,750 ML,4.5,5 Ratings,
ADAMVS Quintvs 2016,Cabernet Sauvignon,"Howell Mountain, Napa Valley, California",239 99,750 ML,0.0,0 Ratings,
Chateau Leoville Las Cases (1.5 Liter Magnum) 2017,Bordeaux Red Blends,"St-Julien, Bordeaux, France",409 99,1500 ML,0.0,0 Ratings,JS 98 RP 98 JD 97 D 97 WS 96 WE 96
Rabbit Insulated Wine Bottle Carrier,,,29 99,0 ML,0.0,0 Ratings,
Barnard Griffin Syrah 2018,Syrah/Shiraz,"Columbia Valley, Washington",21 99,750 ML,0.0,0 Ratings,
Darms Lane Chardonnay 2016,Chardonnay,"Oak Knoll District, Napa Valley, California",27 99,750 ML,0.0,0 Ratings,
Champagne Tarlant Zero Brut Nature Rose,Sparkling Rosé,"Champagne, France",71 99,750 ML,0.0,0 Ratings,JS 93 WS 91
Domaine Jean Grivot Clos de Vougeot Grand Cru 1999,Pinot Noir,"Burgundy, France",309 97,750 ML,0.0,0 Ratings,BH 90
Matane Primitivo Di Manduria Il Matane 2019,Primitivo,"Puglia, Italy",28 99,750 ML,0.0,0 Ratings,
Raymond Reserve Selection Cabernet Sauvignon (1.5 Liter Magnum) 2018,Cabernet Sauvignon,"Napa Valley, California",108 99,1500 ML,0.0,0 Ratings,D 93 RP 92 WS 91 WW 90 JD 90
Forman Cabernet Sauvignon 2017,Cabernet Sauvignon,"Napa Valley, California",114 99,750 ML,0.0,0 Ratings,V 95
Chateau Yvonne Saumur-Champigny Rouge 2019,Cabernet Franc,"Saumur, Loire, France",49 99,750 ML,0.0,0 Ratings,
RAEN Royal St. Robert Cuvee Pinot Noir 2019,Pinot Noir,"Sonoma Coast, Sonoma County, California",65,750 ML,3.6,12 Ratings,JS 97
Josh Cellars North Coast Reserve Chardonnay 2020,Chardonnay,"North Coast, California",16 99,750 ML,0.0,0 Ratings,
Lechthaler Teroldego Rotaliano 2017,Teroldego,"Trentino, Trentino-Alto Adige, Italy",14 99,750 ML,3.6,7 Ratings,
Col Solare Estate Blend (Washington Wines Private Barrel Auction) 2016,Bordeaux Red Blends,"Columbia Valley, Washington",140,750 ML,0.0,0 Ratings,
Gregory Perez Brezo Tinto 2016,Mencia,"Bierzo, Spain",10 99,750 ML,0.0,0 Ratings,
Chateau de France 2014,Bordeaux Red Blends,"Pessac-Leognan, Bordeaux, France",29 99,750 ML,3.9,109 Ratings,WE 96 JS 91 WW 90
Chateau Mouton Rothschild 2004,Bordeaux Red Blends,"Pauillac, Bordeaux, France",709 97,750 ML,0.0,0 Ratings,WS 95 W & S 94 RP 91
Domaine la Florane Cotes du Rhone Villages Je Ne Souffre Plus 2019,Rhone Red Blends,"Cotes du Rhone Villages, Rhone, France",23 99,750 ML,0.0,0 Ratings,
Wrath Tondre Grapefield Pinot Noir 2018,Pinot Noir,"Monterey, Central Coast, California",44 99,750 ML,0.0,0 Ratings,V 94 WS 92
Spear Gnesa Vineyard Chardonnay 2016,Chardonnay,"Sta. Rita Hills, Santa Barbara, Central Coast, California",45,750 ML,0.0,0 Ratings,WE 93
Chateau Graville Lacoste Blanc 2020,Bordeaux White Blends,"Graves, Bordeaux, France",19 99,750 ML,3.9,11 Ratings,
Andeluna 1300 Malbec 2020,Malbec,"Uco Valley, Mendoza, Argentina",13 99,750 ML,0.0,0 Ratings,
Acumen Peak Cabernet Sauvignon 2016,Cabernet Sauvignon,"Atlas Peak, Napa Valley, California",119 99,750 ML,0.0,0 Ratings,WW 94 W & S 93
Hexamer Nahe Riesling Quarzit 2019,Riesling,"Nahe, Germany",21 99,750 ML,3.9,22 Ratings,JS 92 RP 91
Gilgal Cabernet Sauvignon (OK Kosher) 2018,Cabernet Sauvignon,Israel,18 99,750 ML,0.0,0 Ratings,
Bogle Pinot Noir 2020,Pinot Noir,California,9 99,750 ML,0.0,0 Ratings,
Gloria Ferrer Blanc de Blancs,Non-Vintage Sparkling Wine,"Carneros, California",20 99,750 ML,4.0,42 Ratings,WS 90 WE 90
Barone Ricasoli Brolio Chianti Classico Riserva 2017,Sangiovese,"Chianti Classico, Chianti, Tuscany, Italy",30 99,750 ML,4.3,46 Ratings,V 93 JS 92 RP 91
Bennett Valley Cellars Bin 5757 Chardonnay 2020,Chardonnay,"Sonoma County, California",25 99,750 ML,0.0,0 Ratings,
Freemark Abbey Rutherford Cabernet Sauvignon 2018,Cabernet Sauvignon,"Rutherford, Napa Valley, California",84 99,750 ML,0.0,0 Ratings,JS 95 V 93 JD 91
Bruno Colin Chassagne-Montrachet Les Vergers Premier Cru 2018,Chardonnay,"Chassagne-Montrachet, Cote de Beaune, Cote d'Or, Burgundy, France",159 99,750 ML,0.0,0 Ratings,WS 93
Chateau Blaignan 2016,Bordeaux Red Blends,"Medoc, Bordeaux, France",23 99,750 ML,4.1,162 Ratings,JS 92 WE 90 WW 90
Boen Russian River Pinot Noir 2020,Pinot Noir,"Russian River, Sonoma County, California",35,750 ML,0.0,0 Ratings,
Champagne Telmont Reserve Brut,Non-Vintage Sparkling Wine,"Champagne, France",66 99,750 ML,0.0,0 Ratings,
Continuum (1.5 Liter Magnum) 2018,Bordeaux Red Blends,"Napa Valley, California",579 97,1500 ML,0.0,0 Ratings,RP 100 WW 100 JS 100 WS 94
Domaine Bruno Clavelier Vosne-Romanee La Combe Brulee Vieilles Vignes 2018,Pinot Noir,"Vosne-Romanee, Cote de Nuits, Cote d'Or, Burgundy, France",159 99,750 ML,0.0,0 Ratings,BH 91
Domaines Schlumberger Les Princes Abbes Pinot Blanc 2019,Pinot Blanc,"Alsace, France",17 99,750 ML,3.8,13 Ratings,
Charles Ellner Brut Rose,Sparkling Rosé,"Champagne, France",48 99,750 ML,0.0,0 Ratings,WS 91 BH 90
Lavinea Temperance Hill Pinot Noir 2018,Pinot Noir,"Eola-Amity Hills, Willamette Valley, Oregon",74 99,750 ML,0.0,0 Ratings,JS 95 WS 94 WE 91
Dr. Loosen Graacher Himmelreich Alte Reben Grosses Gewachs 2019,Riesling,"Mosel, Germany",58 99,750 ML,0.0,0 Ratings,JS 96
Browne Family Vineyards Sauvignon Blanc 2018,Sauvignon Blanc,"Columbia Valley, Washington",24,750 ML,0.0,0 Ratings,
Charles Krug Carneros Pinot Noir 2019,Pinot Noir,"Carneros, California",26 99,750 ML,0.0,0 Ratings,
Anderson's Conn Valley Vineyards Pinot Noir 2010,Pinot Noir,"Napa Valley, California",58 97,750 ML,0.0,0 Ratings,
Bogle Sauvignon Blanc 2020,Sauvignon Blanc,California,8 99,750 ML,3.8,17 Ratings,WE 91
Chemistry Chardonnay 2019,Chardonnay,"Willamette Valley, Oregon",17 99,750 ML,0.0,0 Ratings,
Kris Sparkling Cuvee,Non-Vintage Sparkling Wine,Italy,10 99,750 ML,3.7,9 Ratings,
Domaine Gros Frere et Soeur Echezeaux Grand Cru 2019,Pinot Noir,"Flagey-Echezeaux, Cote de Nuits, Cote d'Or, Burgundy, France",249 99,750 ML,0.0,0 Ratings,
Hiruzta Txakoli Rosado 2020,Rosé,"Txakolina, Spain",21 99,750 ML,4.6,28 Ratings,
14 Hands Chardonnay 2019,Chardonnay,Washington,12 99,750 ML,0.0,0 Ratings,
Ridge Three Valleys Red 2019,Other Red Blends,"Sonoma County, California",29 99,750 ML,3.9,228 Ratings,WS 93 JD 92 CG 91 WE 90
Domaine Du Bouchot Pouilly-Fume Terres Blanches 2019,Sauvignon Blanc,"Pouilly-Fume, Loire, France",32 99,750 ML,0.0,0 Ratings,JS 91
Domaine Ponsot Morey-St-Denis Clos des Monts Luisants Premier Cru Blanc 2018,Aligote,"Morey-St-Denis, Cote de Nuits, Cote d'Or, Burgundy, France",219 99,750 ML,0.0,0 Ratings,D 94 RP 92 BH 92 WS 92
Sables d'Azur Rose 2020,Rosé,"Cotes de Provence, Provence, South of France, France",18 99,750 ML,0.0,0 Ratings,
Faustino I Gran Reserva 2010,Tempranillo,"Rioja, Spain",40,750 ML,4.3,18 Ratings,JS 94 D 93 W & S 93
JCB No. 1 Cabernet Sauvignon 2010,Cabernet Sauvignon,"Napa Valley, California",165 97,750 ML,0.0,0 Ratings,
Spring Mountain Vineyard Elivette 2014,Bordeaux Red Blends,"Spring Mountain District, Napa Valley, California",139 99,750 ML,0.0,0 Ratings,JS 97 W & S 91 WE 91
Juggernaut Hillside Cabernet Sauvignon 2019,Cabernet Sauvignon,California,21 99,750 ML,4.2,210 Ratings,WW 92 WE 90
Toro Albala Gran Reserva Pedro Ximenez 1999,Other Dessert,"Montilla-Moriles, Spain",78 99,750 ML,0.0,0 Ratings,
Chateau Leoville Las Cases Le Petit Lion (Futures Pre-Sale) 2020,Bordeaux Red Blends,"St-Julien, Bordeaux, France",65 97,750 ML,0.0,0 Ratings,JS 97 RP 94 JD 94 D 93
Michel Magnien Gevrey-Chambertin Les Cazetiers Premier Cru 2017,Pinot Noir,"Gevrey-Chambertin, Cote de Nuits, Cote d'Or, Burgundy, France",119 99,750 ML,0.0,0 Ratings,BH 93
Wine & Soul Pintas 2018,Other Red Blends,"Douro, Portugal",109 99,750 ML,0.0,0 Ratings,RP 95 WS 94 WE 94 W & S 93
Lindstrom Cabernet Sauvignon 2018,Cabernet Sauvignon,"Stags Leap District, Napa Valley, California",149 99,750 ML,0.0,0 Ratings,JD 96
Castle Rock Paso Robles Cabernet Sauvignon 2017,Cabernet Sauvignon,"Paso Robles, Central Coast, California",12,750 ML,0.0,0 Ratings,
Eden Rift Valliant Chardonnay 2018,Chardonnay,"Central Coast, California",26 99,750 ML,4.5,28 Ratings,JS 93 WE 92 WW 91 JD 90
Pride Mountain Vineyards Reserve Claret 2000,Bordeaux Red Blends,"Napa Valley, California",119 97,750 ML,0.0,0 Ratings,
Domaine Lafage Narassa Cotes Catalanes Rouge 2018,Rhone Red Blends,"Roussillon, South of France, France",24,750 ML,0.0,0 Ratings,JD 93
Chateau de Marsannay Marsannay Blanc Champs Perdrix 2016,Chardonnay,"Marsannay, Cote de Nuits, Cote d'Or, Burgundy, France",84 99,750 ML,0.0,0 Ratings,
Next of Kyn Touriga Nacional Numero Quatro Cumulus Vineyard 2018,Other Red Blends,"Central Coast, California",389 97,750 ML,0.0,0 Ratings,JD 99 RP 98
Moillard Savigny-Les-Beaune Red 2016,Pinot Noir,"Savigny-les-Beaune, Cote de Beaune, Cote d'Or, Burgundy, France",32 99,750 ML,0.0,0 Ratings,
Brick & Mortar Cougar Rock Pinot Noir 2018,Pinot Noir,"Atlas Peak, Napa Valley, California",49 99,750 ML,0.0,0 Ratings,JS 91
Walsh & Sons Felix Syrah 2020,Syrah/Shiraz,"Margaret River, Western Australia, Australia",36 99,750 ML,0.0,0 Ratings,
Racines La Rinconada Vineyard Pinot Noir 2017,Pinot Noir,"Sta. Rita Hills, Santa Barbara, Central Coast, California",105,750 ML,0.0,0 Ratings,V 93 WW 93
Veuve Clicquot Vintage Brut Rose 2012,Sparkling Rosé,"Champagne, France",99 97,750 ML,4.5,23 Ratings,JS 94 W & S 93
Gruet Blanc de Noirs,Non-Vintage Sparkling Wine,"New Mexico, Other U.S.",16 99,750 ML,4.1,189 Ratings,WW 90 WS 90 TP 90
Bodega Garzon Uruguay Reserva Tannat 2019,Tannat,Uruguay,20,750 ML,4.0,137 Ratings,JS 91 WE 90
Marenco Brachetto d'Acqui Pineto 2019,Red Sparkling Wine,"Piedmont, Italy",22 99,750 ML,4.4,47 Ratings,
Raventos de Alella Pansa Blanca 2017,Other White Wine,Spain,13 99,750 ML,0.0,0 Ratings,
Poggio di Sotto Rosso di Montalcino 2014,Sangiovese,"Montalcino, Tuscany, Italy",114 99,750 ML,4.6,5 Ratings,W & S 91 JS 90
Louis Pommery Brut California,Non-Vintage Sparkling Wine,California,22 99,750 ML,4.3,35 Ratings,D 92 WE 90 WS 90
Sanford La Rinconada Chardonnay 2018,Chardonnay,"Sta. Rita Hills, Santa Barbara, Central Coast, California",61 99,750 ML,0.0,0 Ratings,WE 93 WS 90
Hendry Red Wine 2016,Bordeaux Red Blends,"Napa Valley, California",44 99,750 ML,0.0,0 Ratings,
Rodney Strong Charlotte's Home Sauvignon Blanc 2021,Sauvignon Blanc,"Sonoma County, California",15 99,750 ML,0.0,0 Ratings,
Vasse Felix Tom Cullity Cabernet Sauvignon-Malbec 2016,Cabernet Sauvignon,"Margaret River, Western Australia, Australia",179 99,750 ML,0.0,0 Ratings,WE 96 JS 96 D 96 RP 95 W & S 95 WS 92
Domaine Ferret Pouilly-Fuisse 2019,Chardonnay,"Pouilly-Fuisse, Maconnais, Burgundy, France",49 99,750 ML,0.0,0 Ratings,V 92 BH 91 RP 90
Anderson's Conn Valley Vineyards Cabernet Sauvignon Block 2 2012,Cabernet Sauvignon,"Napa Valley, California",129 97,750 ML,0.0,0 Ratings,
Pedro Parra Vinista 2019,Pais,Chile,18 99,750 ML,3.4,7 Ratings,
Shaw & Smith Sauvignon Blanc 2021,Sauvignon Blanc,"Adelaide Hills, South Australia, Australia",24 99,750 ML,3.4,15 Ratings,JH 96 JS 94 WE 93 V 91 WS 90
Emilio Moro Finca Resalso 2019,Tempranillo,"Ribera del Duero, Spain",18,750 ML,3.6,15 Ratings,RP 89
Pierre Gaillard Cote Rotie Les Viallieres Cuvee Unique (1.5 Liter Magnum) 1999,Syrah/Shiraz,"Cote Rotie, Rhone, France",155 97,1500 ML,0.0,0 Ratings,
Capiaux Cellars Pisoni Vineyard Pinot Noir 2019,Pinot Noir,"Santa Lucia Highlands, Monterey, Central Coast, California",55 99,750 ML,0.0,0 Ratings,
Mt. Beautiful Chardonnay 2016,Chardonnay,"Canterbury, New Zealand",21 99,750 ML,4.1,9 Ratings,D 91 JS 90
Domaine Ponsot Clos de Vougeot Vieilles Vignes 2010,Pinot Noir,"Vougeot, Cote de Nuits, Cote d'Or, Burgundy, France",439,750 ML,0.0,0 Ratings,BH 95
Alta Mora Etna Rosso 2017,Nerello Mascalese,"Sicily, Italy",28 99,750 ML,3.9,281 Ratings,JD 92 RP 92 JS 92 WS 91 WE 90
Villa Maria Taylors Pass Sauvignon Blanc 2020,Sauvignon Blanc,"Marlborough, New Zealand",22 99,750 ML,0.0,0 Ratings,JS 92 TP 92
Cycles Gladiator Pinot Noir 2019,Pinot Noir,"Central Coast, California",13,750 ML,0.0,0 Ratings,
Granbazan Etiqueta Ambar Albarino 2020,Albarino,"Rias Baixas, Spain",27 99,750 ML,3.6,17 Ratings,JS 93
Brick House Les Dijonnais Pinot Noir 2018,Pinot Noir,"Ribbon Ridge, Willamette Valley, Oregon",53 99,750 ML,0.0,0 Ratings,WS 94 WE 93
Chateau Pichon Longueville Comtesse de Lalande (Futures Pre-Sale) 2020,Bordeaux Red Blends,"Pauillac, Bordeaux, France",199 97,750 ML,0.0,0 Ratings,JD 100 V 98 JS 97 RP 97 D 96
Patrick Piuze Chablis Coteau de Fontenay 2019,Chardonnay,"Chablis, Burgundy, France",34 99,750 ML,0.0,0 Ratings,WS 90 RP 90
Seavey Cabernet Sauvignon 2014,Cabernet Sauvignon,"Napa Valley, California",195,750 ML,0.0,0 Ratings,CG 90
Angeline Reserve Cabernet Sauvignon 2019,Cabernet Sauvignon,"Sonoma County, California",18 99,750 ML,0.0,0 Ratings,JS 90
Rafael Pere et Fils Pour Rosie Estate Grown Chardonnay 2018,Chardonnay,"Oak Knoll District, Napa Valley, California",31 99,750 ML,0.0,0 Ratings,
Urban Legend Cellars Muns Vineyard Pinot Noir 2012,Pinot Noir,"Santa Cruz Mountains, California",40 99,750 ML,0.0,0 Ratings,
Angeleno Wine Co The Meadow Rose 2019,Rosé,California,26 99,750 ML,0.0,0 Ratings,
MAN Family Wines Sauvignon Blanc 2021,Sauvignon Blanc,South Africa,10 99,750 ML,0.0,0 Ratings,
Faiveley Mazis-Chambertin Grand Cru 2008,Pinot Noir,"Gevrey-Chambertin, Cote de Nuits, Cote d'Or, Burgundy, France",239 97,750 ML,0.0,0 Ratings,
Vanderpump Chardonnay 2018,Chardonnay,"Sonoma Coast, Sonoma County, California",27,750 ML,3.6,153 Ratings,TP 92 WW 90
Chateau Montlandrie 2014,Bordeaux Red Blends,"Cotes de Castillon, Bordeaux, France",23 99,750 ML,3.6,44 Ratings,JS 93 WS 91 WE 91 RP 90
Wolffer Finca Wolffer White 2021,Other White Blends,"Mendoza, Argentina",16 99,750 ML,3.8,8 Ratings,WW 91
Coeur Clementine CLEM Cotes de Provence Rose 2018,Rosé,"Cotes de Provence, Provence, South of France, France",30,750 ML,0.0,0 Ratings,
Cloudline Rose 2020,Rosé,"Willamette Valley, Oregon",16 99,750 ML,0.0,0 Ratings,
Elderton Barossa Valley Estate Cabernet Sauvignon 2018,Cabernet Sauvignon,"Barossa Valley, Barossa, South Australia, Australia",28 99,750 ML,3.0,7 Ratings,JS 93
Anderson's Conn Valley Vineyards Cabernet Sauvignon Block 4 2012,Cabernet Sauvignon,"Napa Valley, California",129 97,750 ML,0.0,0 Ratings,
Vina Tarapaca Gran Reserva Carmenere 2019,Carmenere,"Maipo Valley, Chile",20,750 ML,3.9,35 Ratings,
Faustino Crianza 2017,Tempranillo,"Rioja, Spain",18,750 ML,3.4,9 Ratings,JS 92
wine.com Double-Hinge Corkscrew,,,9,0 ML,0.0,0 Ratings,
Sunseeker Rose 2018,Rosé,California,15 98,750 ML,0.0,0 Ratings,
Joseph Drouhin Chambertin-Clos de Beze Grand Cru 2014,Pinot Noir,"Gevrey-Chambertin, Cote de Nuits, Cote d'Or, Burgundy, France",699 97,750 ML,0.0,0 Ratings,V 92
Durin Riviera Ligure di Ponente Rossese 2020,Other Red Wine,"Riviera Ligure di Ponente, Liguria, Italy",21 99,750 ML,0.0,0 Ratings,
Bila-Haut by Michel Chapoutier Occultum Lapidem Blanc 2017,Other White Blends,"Côtes du Roussillon-Villages, Roussillon, South of France, France",35 99,750 ML,5.0,20 Ratings,JD 92
Astrolabe Province Pinot Noir 2017,Pinot Noir,"Marlborough, New Zealand",24 99,750 ML,0.0,0 Ratings,JS 92 BH 90 WW 90
Dominique et Janine Crochet Sancerre 2020,Sauvignon Blanc,"Sancerre, Loire, France",26 99,750 ML,0.0,0 Ratings,
