Name,Varietal,Region,Price,Dosage,Online_Rating,Total_Ratings,sommelier_ratings
Sweet Wine Gift Set,,,34 99,750 ML,0.0,0 Ratings,
Jean-Paul et Charly Thevenet Morgon Vieilles Vignes 2020,Gamay,"Beaujolais, Burgundy, France",40 99,750 ML,0.0,0 Ratings,
Rutherford Ranch Cabernet Sauvignon (375ML half-bottle) 2017,Cabernet Sauvignon,"Napa Valley, California",18,375 ML,3.7,11 Ratings,
Sine Qua Non Grenache Testa dei Cherubini 2014,Grenache,California,549 97,750 ML,0.0,0 Ratings,JD 99 RP 98
Pierre Paillard Blanc de Noirs Les Maillerettes Grand Cru 2016,Vintage Sparkling Wine,"Champagne, France",99 99,750 ML,0.0,0 Ratings,W & S 94
Sonoma-Cutrer Vine Hill Flanc de Coteau Blocs Pinot Noir 2017,Pinot Noir,"Russian River, Sonoma County, California",49 99,750 ML,3.6,5 Ratings,WS 92 WW 92 WE 91 W & S 91
Courbis Cornas les Eygats 2019,Syrah/Shiraz,"Cornas, Rhone, France",85,750 ML,0.0,0 Ratings,V 96 WS 94 RP 92
Domaine Bitouzet Prieur Meursault Les Corbins 2018,Chardonnay,"Meursault, Cote de Beaune, Cote d'Or, Burgundy, France",78 99,750 ML,0.0,0 Ratings,
Bailly-Lapierre Egarade Brut 2018,Vintage Sparkling Wine,"Burgundy, France",26 99,750 ML,0.0,0 Ratings,
Avinyo Blanc de Noirs Reserva Brut Nature Cava 2018,Vintage Sparkling Wine,"Cava, Spain",35 99,750 ML,0.0,0 Ratings,
Benovia Martaella Estate Chardonnay 2018,Chardonnay,"Russian River, Sonoma County, California",55 99,750 ML,0.0,0 Ratings,WE 95
Napa Cellars Pinot Noir 2018,Pinot Noir,"Napa Valley, California",26,750 ML,0.0,0 Ratings,JS 90
Domaine Joseph Voillot Bourgogne Vieilles Vignes Pinot Noir 2019,Pinot Noir,"Cote d'Or, Burgundy, France",41 99,750 ML,0.0,0 Ratings,
94 Point HALL Napa Valley Trophy Reds Gift Set,,,155,750 ML,0.0,0 Ratings,WW 97 JD 94
Paitin Vigna Elisa Arneis 2020,Arneis,"Piedmont, Italy",23 99,750 ML,0.0,0 Ratings,
Dashe Late Harvest Zinfandel (375ML half-bottle) 2018,Other Dessert,"Dry Creek Valley, Sonoma County, California",24 99,375 ML,0.0,0 Ratings,
Paul Hobbs Stagecoach Vineyard Cabernet Sauvignon (1.5 Liter Magnum) 2011,Cabernet Sauvignon,"Napa Valley, California",329 97,1500 ML,0.0,0 Ratings,
Weingut Darting Durkheimer Fronhof Riesling Kabinett Trocken (1 Liter) 2019,Riesling,"Pfalz, Germany",19 99,1000 ML,0.0,0 Ratings,WS 90
Louis Martini Monte Rosso Gnarly Vine Zinfandel 2017,Zinfandel,"Moon Mountain District, Sonoma Valley, Sonoma County, California",74 99,750 ML,0.0,0 Ratings,RP 93 JS 93 WE 92 WS 90
Andrew Will Winery Champoux Vineyard Horse Heaven Hills 2014,Bordeaux Red Blends,"Horse Heaven Hills, Columbia Valley, Washington",74 99,750 ML,3.7,5 Ratings,JD 94 WS 92 W & S 92
Meiomi Pinot Noir,Pinot Noir,California,25,750 ML,4.0,539 Ratings,
J Vineyards Russian River Pinot Noir 2019,Pinot Noir,"Russian River, Sonoma County, California",42,750 ML,4.0,5 Ratings,JS 91 JD 90 WS 90
Patrick Bottex Bugey Cerdon Rose La Cueille,Sparkling Rosé,France,22 99,750 ML,4.6,100 Ratings,W & S 90
La Colline aux Fossiles Chardonnay 2019,Chardonnay,"Vin de France, France",18,750 ML,3.7,36 Ratings,JD 94
Riverbench Estate Pinot Noir 2018,Pinot Noir,"Santa Maria Valley, Central Coast, California",31 99,750 ML,0.0,0 Ratings,V 92
Casa Santos Lima Lisbonita 2019,Other Red Blends,Portugal,10 99,750 ML,0.0,0 Ratings,
Sine Qua Non Rattrapante Grenache 2012,Grenache,"Sta. Rita Hills, Santa Barbara, Central Coast, California",599 97,750 ML,0.0,0 Ratings,RP 100
Pierre Meurgey Pommard Les Grands Epenots Premier Cru 2016,Pinot Noir,"Pommard, Cote de Beaune, Cote d'Or, Burgundy, France",160,750 ML,0.0,0 Ratings,WE 93 W & S 93
Molino di Sant'Antimo Brunello di Montalcino 2015,Sangiovese,"Montalcino, Tuscany, Italy",70,750 ML,3.5,5 Ratings,JS 93 V 93 WE 92
Domaine Roux Pere & Fils Chassagne-Montrachet 2018,Chardonnay,"Chassagne-Montrachet, Cote de Beaune, Cote d'Or, Burgundy, France",58 99,750 ML,5.0,21 Ratings,WW 91
Foxen 7200 Vogelzang Vineyard Cabernet Sauvignon 2018,Cabernet Sauvignon,"Happy Canyon, Santa Barbara, Central Coast, California",59 99,750 ML,0.0,0 Ratings,W & S 90 JD 90
Bodegas Beronia Rueda 2020,Verdejo,"Rueda, Spain",14 99,750 ML,0.0,0 Ratings,
Lionel Faury Condrieu 2019,Viognier,"Condrieu, Rhone, France",64 99,750 ML,0.0,0 Ratings,WS 95
Le Corti Zac Chianti Classico Gran Selezione 2016,Sangiovese,"Chianti Classico, Chianti, Tuscany, Italy",89 99,750 ML,0.0,0 Ratings,RP 94 WE 92
Gemstone Vineyard Estate Red Wine 2009,Bordeaux Red Blends,"Yountville, Napa Valley, California",95 97,750 ML,0.0,0 Ratings,RP 91
Moet & Chandon Imperial Brut,Non-Vintage Sparkling Wine,"Champagne, France",59 97,750 ML,4.5,426 Ratings,W & S 90 WS 90 D 90 WE 90 JS 90
Armas de Guerra Blanco 2017,Other White Blends,"Bierzo, Spain",14 99,750 ML,3.8,10 Ratings,
Chateau Du Caillau Cahors 2019,Malbec,"Cahors, Southwest, France",25,750 ML,4.1,75 Ratings,WW 90 WS 90
Gemstone Vineyard Estate Red Wine (1.5L Magnum) 2000,Bordeaux Red Blends,"Napa Valley, California",279 97,1500 ML,0.0,0 Ratings,
Olivier Bernstein Charmes-Chambertin Grand Cru 2017,Pinot Noir,"Gevrey-Chambertin, Cote de Nuits, Cote d'Or, Burgundy, France",619 99,750 ML,0.0,0 Ratings,WS 95
Braida Montebruna Barbera d'Asti 2018,Barbera,"Asti, Piedmont, Italy",31 99,750 ML,3.8,6 Ratings,
Boyer-Martenot Meursault Perrieres Premier Cru 2018,Chardonnay,"Meursault, Cote de Beaune, Cote d'Or, Burgundy, France",149 99,750 ML,0.0,0 Ratings,BH 93 RP 92
Sparkman Wonderland Grenache 2019,Grenache,"Yakima Valley, Columbia Valley, Washington",36 99,750 ML,0.0,0 Ratings,JS 90
Chateau Lestignac Tempete 2019,Bordeaux Red Blends,"Vin de France, France",38 99,750 ML,0.0,0 Ratings,
Von Winning Kieselberg Riesling Grosses Gewachs 2018,Riesling,"Pfalz, Germany",89 99,750 ML,0.0,0 Ratings,RP 93
The Dreaming Tree Pinot Noir 2019,Pinot Noir,California,15,750 ML,3.4,6 Ratings,
District 7 Sauvignon Blanc 2019,Sauvignon Blanc,"Monterey, Central Coast, California",16 99,750 ML,0.0,0 Ratings,
Delectus Cuvee Julia 1999,Bordeaux Red Blends,"Napa Valley, California",135 97,750 ML,0.0,0 Ratings,
Faiveley Latricieres-Chambertin Grand Cru 1998,Pinot Noir,"Gevrey-Chambertin, Cote de Nuits, Cote d'Or, Burgundy, France",209 97,750 ML,0.0,0 Ratings,
Frog's Leap Zinfandel (375ML half-bottle) 2019,Zinfandel,"Napa Valley, California",18 99,375 ML,0.0,0 Ratings,
Laurent Fayolle Les Pontaix Crozes-Hermitage Blanc 2020,Marsanne,"Rhone, France",36 99,750 ML,0.0,0 Ratings,JD 92 RP 91
Long Meadow Ranch Anderson Valley Rose 2020,Rosé,"Anderson Valley, Mendocino, California",19 99,750 ML,0.0,0 Ratings,
Santa Julia Tintillo Malbec Bonarda 2021,Other Red Blends,"Mendoza, Argentina",11 99,750 ML,0.0,0 Ratings,
J. Lohr Estates Los Osos Merlot 2019,Merlot,"Paso Robles, Central Coast, California",15,750 ML,3.7,10 Ratings,TP 92
Ladoucette Pouilly-Fume (375ML half-bottle) 2018,Sauvignon Blanc,"Loire, France",23 99,375 ML,0.0,0 Ratings,WW 93 TP 93
Golan Heights Mount Hermon Cabernet Sauvignon (OK Kosher) 2020,Cabernet Sauvignon,Israel,14 99,750 ML,0.0,0 Ratings,
Pegasus Bay Riesling 2015,Riesling,"Wairarapa, New Zealand",30 99,750 ML,3.3,8 Ratings,JS 93 WE 92 RP 91
Louis Jadot Corton-Charlemagne Grand Cru 1999,Chardonnay,"Burgundy, France",209 97,750 ML,0.0,0 Ratings,V 94 BH 92
Cousino Macul Finis Terrae 2014,Bordeaux Red Blends,"Maipo Valley, Chile",24 99,750 ML,4.0,33 Ratings,WE 90 JS 90
Bodegas Castano Monastrell 2020,Mourvedre,"Yecla, Spain",11 99,750 ML,0.0,0 Ratings,
Castello di Bossi Chianti Classico 2019,Sangiovese,"Chianti Classico, Chianti, Tuscany, Italy",25,750 ML,0.0,0 Ratings,JS 92 WS 90
Bindi Wines Kostas Rind Chardonnay 2018,Chardonnay,"Victoria, Australia",73 99,750 ML,0.0,0 Ratings,W & S 94 JS 93
Duboeuf Morgon Domaine de Javerniere 2019,Gamay,"Beaujolais, Burgundy, France",29 99,750 ML,0.0,0 Ratings,JS 92
Domaine Bonnardot Cremant de Bourgogne Rose,Sparkling Rosé,"Burgundy, France",28 99,750 ML,0.0,0 Ratings,
Etude Carneros Estate Pinot Noir 2018,Pinot Noir,"Carneros, California",48,750 ML,4.2,19 Ratings,JS 94 WE 90
La Crema Kelli Ann Vineyard Chardonnay 2018,Chardonnay,"Russian River, Sonoma County, California",55,750 ML,0.0,0 Ratings,JD 91 WE 90
Clos de l'Elu Maupiti 2019,Other Red Blends,"Loire, France",27 99,750 ML,0.0,0 Ratings,
Downes Family Vineyards Merlot 2018,Merlot,"Elgin, South Africa",38 99,750 ML,0.0,0 Ratings,
Domaine Trapet Latricieres-Chambertin Grand Cru 2018,Pinot Noir,"Gevrey-Chambertin, Cote de Nuits, Cote d'Or, Burgundy, France",449 99,750 ML,0.0,0 Ratings,JM 96 RP 96 D 95 BH 94
Iris Vineyards Rose of Pinot Noir 2020,Rosé,"Willamette Valley, Oregon",18 99,750 ML,0.0,0 Ratings,WW 91
Textbook Merlot 2019,Merlot,"Napa Valley, California",26 99,750 ML,4.1,18 Ratings,WS 91
Adeptos Reserve Cabernet Sauvignon 2018,Cabernet Sauvignon,"Napa Valley, California",165 97,750 ML,0.0,0 Ratings,
Joseph Phelps Insignia (1.5 Liter Magnum) 2017,Bordeaux Red Blends,"Napa Valley, California",599 97,1500 ML,0.0,0 Ratings,WW 97 D 96 RP 96 JS 96 JD 96 WS 94
Hacienda Araucano Clos de Lolol Red 2016,Other Red Blends,"Colchagua Valley, Rapel Valley, Chile",26 99,750 ML,3.4,9 Ratings,
Bellafina Prosecco,Non-Vintage Sparkling Wine,"Prosecco, Italy",9 99,750 ML,3.7,134 Ratings,
Peirson Meyer Maquette 2017,Bordeaux Red Blends,"Napa Valley, California",63 99,750 ML,0.0,0 Ratings,V 93
Casa Castillo Monastrell 2019,Mourvedre,"Jumilla, Spain",14 99,750 ML,0.0,0 Ratings,
Cliff Lede Stags Leap District Cabernet Sauvignon 2015,Cabernet Sauvignon,"Stags Leap District, Napa Valley, California",309 97,750 ML,4.6,11 Ratings,RP 93 JS 92 WW 92 D 90
Clos Apalta 2011,Bordeaux Red Blends,"Colchagua Valley, Rapel Valley, Chile",119 99,750 ML,4.3,16 Ratings,JS 96 WE 95 RP 93 TP 93 WW 93 WS 92
Philippe Colin Santenay 2019,Pinot Noir,"Santenay, Cote de Beaune, Cote d'Or, Burgundy, France",60,750 ML,0.0,0 Ratings,W & S 90
Maritana Vineyards Moonshine Ranch Pinot Noir 2018,Pinot Noir,"Russian River, Sonoma County, California",69 99,750 ML,0.0,0 Ratings,WE 92 JS 92
J.J. Prum Bernkasteler Lay Riesling Auslese 2020,Riesling,"Mosel, Germany",61 99,750 ML,0.0,0 Ratings,
Dominio de Eguren Protocolo Blanco 2020,Other White Blends,"La Mancha, Spain",9,750 ML,0.0,0 Ratings,
Alvaredos-Hobbs Ribeira Sacra Godello 2019,Godello,"Ribeira Sacra, Spain",47 99,750 ML,0.0,0 Ratings,RP 92
Calcu Gran Reserva Carmenere 2018,Carmenere,"Colchagua Valley, Rapel Valley, Chile",14 99,750 ML,0.0,0 Ratings,
Mazzei Chianti Classico Riserva Ser Lapo 2018,Tuscan Blends,"Chianti Classico, Chianti, Tuscany, Italy",35,750 ML,4.0,88 Ratings,JS 94 V 92 WW 90
Jarvis Finch Hollow Vineyard Chardonnay 2018,Chardonnay,"Napa Valley, California",189 99,750 ML,0.0,0 Ratings,
Gosset Brut Excellence (1.5 Liter Magnum),Non-Vintage Sparkling Wine,"Champagne, France",159 99,1500 ML,0.0,0 Ratings,WS 91 W & S 91 RP 90
Selbach Oster Mosel Riesling Feinherb 2020,Riesling,"Mosel, Germany",21 99,750 ML,0.0,0 Ratings,JS 91
Cristom Eola-Amity Hills Chardonnay 2018,Chardonnay,"Eola-Amity Hills, Willamette Valley, Oregon",34 99,750 ML,0.0,0 Ratings,W & S 91 RP 91
Schrader Boars' View Pinot Noir 2015-2018 Library Box Set (6 bottles in OWC),Pinot Noir,"Sonoma Coast, Sonoma County, California","1,299 97",750 ML,0.0,0 Ratings,JD 95 JD 94 JD 93 WS 93 WS 92 WS 91
Fritz Haag Brauneberger Juffer Sonnenuhr Riesling Trocken Grosses Gewachs 2020,Riesling,"Mosel, Germany",58 99,750 ML,0.0,0 Ratings,
Piper-Heidsieck Brut Vintage Rare 2006,Vintage Sparkling Wine,"Champagne, France",200,750 ML,0.0,0 Ratings,JD 97 WS 96 WE 95 RP 94
Clos Pegase Mitsuko's Vineyard Pinot Noir 2015,Pinot Noir,"Carneros, California",39 99,750 ML,0.0,0 Ratings,JS 91
Chateau Brane-Cantenac (1.5 Liter Magnum) 2017,Bordeaux Red Blends,"Margaux, Bordeaux, France",199 99,1500 ML,0.0,0 Ratings,WE 96 JS 94 D 93 JD 92 RP 92 WS 91
Musso Roero Arneis 2020,Arneis,"Roero, Piedmont, Italy",25 99,750 ML,0.0,0 Ratings,RP 90 JS 90
Chateau Rahoul Blanc 2016,Bordeaux White Blends,"Graves, Bordeaux, France",36 99,750 ML,0.0,0 Ratings,JS 92
Laporte Le Bouquet Rose of Pinot Noir 2020,Rosé,"Loire, France",20,750 ML,0.0,0 Ratings,
Twenty Bench North Coast Cabernet Sauvignon 2019,Cabernet Sauvignon,"North Coast, California",15 99,750 ML,3.4,6 Ratings,
Mount Riley Marlborough Pinot Noir 2020,Pinot Noir,"Marlborough, New Zealand",18 99,750 ML,3.8,11 Ratings,JS 90
Chateau Montlandrie (Futures Pre-Sale) 2020,Bordeaux Red Blends,"Cotes de Castillon, Bordeaux, France",24 97,750 ML,0.0,0 Ratings,RP 94 JS 93 D 93
Gregory Graham Estate Cabernet Sauvignon 2014,Cabernet Sauvignon,"Red Hills, Lake County, North Coast, California",27 98,750 ML,0.0,0 Ratings,
entwine Pinot Grigio 2020,Pinot Gris/Grigio,California,9 99,750 ML,0.0,0 Ratings,
Domaines Barons de Rothschild Les Legendes Pauillac 2017,Bordeaux Red Blends,"Pauillac, Bordeaux, France",53 99,750 ML,0.0,0 Ratings,
Tikal Patriota 2017,Other Red Blends,"Mendoza, Argentina",23,750 ML,4.1,53 Ratings,WE 91 RP 90
Textbook Napa Valley Cabernet Sauvignon 2019,Cabernet Sauvignon,"Napa Valley, California",33,750 ML,4.1,37 Ratings,
Gunderloch Rheinhessen Riesling Trocken vom Roten Schiefer 2018,Riesling,"Rheinhessen, Germany",25 99,750 ML,4.0,10 Ratings,
Crocker & Starr Sauvignon Blanc 2020,Sauvignon Blanc,"Napa Valley, California",40,750 ML,4.1,5 Ratings,JD 92
Mattei Cap Corse Rouge Quinquina,Other Fortified,"Corsica, France",25,750 ML,0.0,0 Ratings,
Frey Biodynamic Field Blend Red 2020,Other Red Blends,"Mendocino, California",16 99,750 ML,0.0,0 Ratings,TP 90
I. Brand & Family Wines Bates Ranch Cabernet Franc 2019,Cabernet Franc,"Santa Cruz Mountains, California",41 99,750 ML,0.0,0 Ratings,W & S 91
MWC Pinot Noir 2018,Pinot Noir,"Victoria, Australia",16 99,750 ML,3.6,6 Ratings,
Georges Vernay Cote-Rotie Maison Rouge (1.5 Liter Magnum) 2013,Syrah/Shiraz,"Cote Rotie, Rhone, France",249 98,1500 ML,0.0,0 Ratings,V 94 JS 93 WS 92
Bodegas Baigorri Vino de Garage 2015,Tempranillo,"Rioja, Spain",64 99,750 ML,0.0,0 Ratings,JS 92
Enrico Serafino Gavi 2020,Cortese,"Piedmont, Italy",17 99,750 ML,4.2,11 Ratings,
Morlet Morlet Estate Cabernet Sauvignon 2013,Cabernet Sauvignon,"Oakville, Napa Valley, California",279 97,750 ML,0.0,0 Ratings,
Frederic Esmonin Ruchottes-Chambertin Grand Cru 2018,Pinot Noir,"Gevrey-Chambertin, Cote de Nuits, Cote d'Or, Burgundy, France",189 99,750 ML,0.0,0 Ratings,WS 94 BH 92
Dominus Estate 2018,Bordeaux Red Blends,"Yountville, Napa Valley, California",419 97,750 ML,4.2,37 Ratings,JD 100 JS 100 RP 99 WS 97
BroVo Witty Dry Vermouth,Vermouth,Washington,19 99,750 ML,0.0,0 Ratings,WE 90
Glaetzer Amon Ra Shiraz 2017,Syrah/Shiraz,"Barossa Valley, Barossa, South Australia, Australia",109 99,750 ML,0.0,0 Ratings,RP 96 V 95 JS 92 WS 90
Salvioni Brunello di Montalcino 2017,Sangiovese,"Montalcino, Tuscany, Italy",199 99,750 ML,0.0,0 Ratings,RP 95 WE 93
Mer Soleil Santa Lucia Highlands Reserve Chardonnay 2020,Chardonnay,"Santa Lucia Highlands, Monterey, Central Coast, California",24,750 ML,4.0,15 Ratings,WW 89
Domaine Robert Groffier Chambertin Clos de Beze Grand Cru 1995,Pinot Noir,"Gevrey-Chambertin, Cote de Nuits, Cote d'Or, Burgundy, France",429 97,750 ML,0.0,0 Ratings,RP 92
Graham's Six Grapes Reserve Ruby Port,Port,"Douro, Portugal",23,750 ML,4.1,595 Ratings,D 95 W & S 91 WW 91
Ermitage Du Pic St. Loup Coteaux de Languedoc Cuvee Sainte Agnes Rouge 2019,Rhone Red Blends,"Pic Saint-Loup, Languedoc, South of France, France",25 99,750 ML,0.0,0 Ratings,
Rabble Syrah Rose 2021,Rosé,"Paso Robles, Central Coast, California",21 99,750 ML,0.0,0 Ratings,
Fanti Poggio Torto Toscana Rosso 2019,Sangiovese,"Tuscany, Italy",14 99,750 ML,0.0,0 Ratings,JS 92
Valdivieso Sauvignon Blanc 2019,Sauvignon Blanc,Chile,10 99,750 ML,0.0,0 Ratings,
Neyers Neyers Ranch-Conn Valley Cabernet Sauvignon 2016,Cabernet Sauvignon,"Napa Valley, California",67 99,750 ML,0.0,0 Ratings,JS 90
Schrader Colesworthy Beckstoffer Las Piedras Cabernet Sauvignon (1.5 Liter Magnum) 2017,Cabernet Sauvignon,"St. Helena, Napa Valley, California",729 97,1500 ML,0.0,0 Ratings,JS 99 JD 98 RP 96 WS 96
Siro Pacenti PS Brunello di Montalcino Riserva 2015,Sangiovese,"Montalcino, Tuscany, Italy",259 99,750 ML,0.0,0 Ratings,JS 100 JD 95 RP 94
Villa Sant'Anna Rosso di Montepulciano 2017,Sangiovese,"Montepulciano, Tuscany, Italy",23 99,750 ML,0.0,0 Ratings,
Mancino Kopi Vermouth (500ML),Vermouth,"Piedmont, Italy",47 99,500 ML,0.0,0 Ratings,
Veuve Clicquot La Grande Dame Yayoi Kusama Limited Edition in Gift Box 2012,Vintage Sparkling Wine,"Champagne, France",219 97,750 ML,4.7,37 Ratings,WE 96 D 96 WS 95 JS 94
Maldonado Proprietary Red Wine 2017,Other Red Blends,"Napa Valley, California",42,750 ML,0.0,0 Ratings,
McIntyre Kimberly Vineyards Merlot 2016,Merlot,"Arroyo Seco, Monterey, Central Coast, California",25,750 ML,0.0,0 Ratings,
Schrader MB To Kalon Vineyard Cabernet Sauvignon 2017,Cabernet Sauvignon,"Oakville, Napa Valley, California",379 97,750 ML,0.0,0 Ratings,JD 96 RP 95 JS 95 WS 94
Bodega Garzon Uruguay Reserve Albarino 2021,Albarino,Uruguay,20,750 ML,3.9,16 Ratings,SJ 93
Domaine Launay-Horiot Pommard Les Rugiens Bas Premier Cru (1.5 Liter Magnum) 2015,Pinot Noir,"Pommard, Cote de Beaune, Cote d'Or, Burgundy, France",349 99,1500 ML,0.0,0 Ratings,BH 94 RP 92
Adegas Arousa Pazo da Boucina Albarino 2021,Albarino,"Rias Baixas, Spain",18 99,750 ML,0.0,0 Ratings,
Accendo Cellars Sauvignon Blanc 2019,Sauvignon Blanc,"Napa Valley, California",70 99,750 ML,0.0,0 Ratings,RP 93
Duemani Cabernet Franc 2018,Cabernet Franc,"Tuscany, Italy",179 99,750 ML,5.0,17 Ratings,RP 96 JS 96
Neudorf Tom's Block Pinot Noir 2019,Pinot Noir,"Nelson, New Zealand",34 99,750 ML,0.0,0 Ratings,JS 93
Brooks Rastaban Pinot Noir 2018,Pinot Noir,"Eola-Amity Hills, Willamette Valley, Oregon",57 99,750 ML,0.0,0 Ratings,
Cullen Cabernet Merlot 2019,Bordeaux Red Blends,"Margaret River, Western Australia, Australia",41 99,750 ML,0.0,0 Ratings,WS 90
Saxum James Berry Vineyard Bone Rock (1.5 Liter Magnum) 2009,Rhone Red Blends,"Paso Robles, Central Coast, California",389 97,1500 ML,0.0,0 Ratings,RP 94
Merry Edwards Sonoma Coast Pinot Noir 2019,Pinot Noir,"Sonoma Coast, Sonoma County, California",60,750 ML,0.0,0 Ratings,WE 94 WS 91
Louis Jadot Chambertin Clos de Beze Grand Cru 2018,Pinot Noir,"Gevrey-Chambertin, Cote de Nuits, Cote d'Or, Burgundy, France",489 99,750 ML,0.0,0 Ratings,RP 96 BH 95
Gaja Barbaresco (1.5 Liter Magnum) 2009,Nebbiolo,"Barbaresco, Piedmont, Italy",479 97,1500 ML,0.0,0 Ratings,RP 93 WE 93 JS 93 WS 91
Chateau L'Evangile 2015,Bordeaux Red Blends,"Pomerol, Bordeaux, France",299 99,750 ML,4.4,5 Ratings,JS 100 JD 99 RP 97 WS 95 D 94
Ojai Rose 2021,Rosé,California,31 50,750 ML,0.0,0 Ratings,
Scharffenberger Brut Rose,Sparkling Rosé,"Mendocino, California",29,750 ML,4.2,63 Ratings,WE 92 WW 91 W & S 90 CG 90 JS 90
Aurelien Verdet Nuits-Saint-Georges Aux Boudots Premier Cru 2014,Pinot Noir,"Nuits-St-Georges, Cote de Nuits, Cote d'Or, Burgundy, France",169 97,750 ML,0.0,0 Ratings,WS 94
Ramey Russian River Pinot Noir 2017,Pinot Noir,"Russian River, Sonoma County, California",49 99,750 ML,3.8,20 Ratings,RP 94 JD 92 WE 91 WS 90
Clos de los Siete Red Blend 2018,Other Red Blends,"Uco Valley, Mendoza, Argentina",19 99,750 ML,3.9,162 Ratings,JS 94 WE 92 RP 91 WS 90
Palladio Chianti 2019,Sangiovese,"Chianti, Tuscany, Italy",14 99,750 ML,0.0,0 Ratings,
Benvolio Pinot Grigio 2020,Pinot Gris/Grigio,"Friuli-Venezia Giulia, Italy",9 99,750 ML,0.0,0 Ratings,
Penfolds Bin 51 Riesling 2019,Riesling,"Eden Valley, Barossa, South Australia, Australia",40 99,750 ML,0.0,0 Ratings,JS 94 RP 93 WW 93
Niepoort Rotulo 2018,Other Red Blends,Portugal,18 99,750 ML,0.0,0 Ratings,
Domaine Francois Lumpp Givry Crausot Premier Cru Blanc 2018,Chardonnay,"Givry, Cote Chalonnaise, Burgundy, France",64 99,750 ML,0.0,0 Ratings,
Vaglio Aggie Malbec 2020,Malbec,"Uco Valley, Mendoza, Argentina",18 99,750 ML,0.0,0 Ratings,
Dunn Howell Mountain Cabernet Sauvignon 2002,Cabernet Sauvignon,"Napa Valley, California",219 97,750 ML,0.0,0 Ratings,V 93 WS 91
William Knuttel Biglieri Vineyard Zinfandel 2019,Zinfandel,"Dry Creek Valley, Sonoma County, California",26 99,750 ML,0.0,0 Ratings,
Chateau du Cayrou Cahors 2015,Malbec,"Cahors, Southwest, France",24 99,750 ML,3.6,6 Ratings,
Bodegas Casal de Arman Tinto 2016,Other Red Blends,"Ribeiro, Spain",26 99,750 ML,0.0,0 Ratings,
Mandala Wines Yarra Valley Chardonnay 2020,Chardonnay,"Yarra Valley, Victoria, Australia",30,750 ML,0.0,0 Ratings,
Francois Chidaine Touraine Rouge 2020,Other Red Blends,"Touraine, Loire, France",16 99,750 ML,0.0,0 Ratings,
Maggio Family Vineyards Pinot Grigio 2019,Pinot Gris/Grigio,California,11 99,750 ML,0.0,0 Ratings,
Nikolaihof Steiner Hund Riesling 2016,Riesling,"Wachau, Austria",85 99,750 ML,0.0,0 Ratings,JS 95
Cleto Chiarli Lambrusco di Castelvetro Vigneto Cialdini 2019,Red Sparkling Wine,"Emilia-Romagna, Italy",17 99,750 ML,4.0,16 Ratings,
Hudson Chardonnay 2019,Chardonnay,"Carneros, California",63 99,750 ML,0.0,0 Ratings,JS 95 RP 93 WS 92
Middle Sister Sweet and Sassy Moscato,Muscat,California,12,750 ML,4.0,222 Ratings,
Isole e Olena Cepparello 2018,Sangiovese,"Tuscany, Italy",94 99,750 ML,0.0,0 Ratings,RP 96 JS 95 D 94
House of Cards Red Blend 2020,Other Red Blends,"Napa Valley, California",24 99,750 ML,0.0,0 Ratings,
Donnhoff Tonschiefer Riesling Dry Slate 2020,Riesling,"Nahe, Germany",32 99,750 ML,3.4,7 Ratings,JS 93 RP 93
Bodegas Naveran Dama Cava 2019,Vintage Sparkling Wine,"Cava, Spain",25 99,750 ML,0.0,0 Ratings,
Jean-Claude Boisset Santenay Passetemps Premier Cru Blanc 2018,Chardonnay,"Santenay, Cote de Beaune, Cote d'Or, Burgundy, France",44 99,750 ML,0.0,0 Ratings,
Sandar & Hem Mindego Ridge Vineyard Chardonnay 2018,Chardonnay,"Santa Cruz Mountains, California",46 99,750 ML,0.0,0 Ratings,WE 94
Bodegas Diaz Bayo 15 Meses Barrica 2017,Tempranillo,"Ribera del Duero, Spain",22 99,750 ML,0.0,0 Ratings,
Saracina Vineyards Skid Rose 2019,Rosé,"Mendocino, California",20,750 ML,3.9,5 Ratings,JD 90
Kamen Estate Kashmir Cabernet Sauvignon 2005,Cabernet Sauvignon,"Sonoma Valley, Sonoma County, California",249 97,750 ML,0.0,0 Ratings,
Vineyard 29 Cru Cabernet Sauvignon 2005,Cabernet Sauvignon,"Napa Valley, California",109 97,750 ML,0.0,0 Ratings,
Albert Bichot Chambertin Grand Cru 2018,Pinot Noir,"Gevrey-Chambertin, Cote de Nuits, Cote d'Or, Burgundy, France",649 99,750 ML,0.0,0 Ratings,WE 96
Achaval-Ferrer Mendoza Malbec 2019,Malbec,"Mendoza, Argentina",20 99,750 ML,0.0,0 Ratings,JS 93
Serial Red Blend 2017,Other Red Blends,"Paso Robles, Central Coast, California",45,750 ML,0.0,0 Ratings,
Chapel Hill Parson's Shiraz 2019,Syrah/Shiraz,"McLaren Vale, South Australia, Australia",19 99,750 ML,0.0,0 Ratings,
Josef Leitz Rheingau Pinot Noir Rose 2020,Rosé,"Rheingau, Germany",19 99,750 ML,0.0,0 Ratings,
Thomas Labille Chablis 2018,Chardonnay,"Chablis, Burgundy, France",27 99,750 ML,0.0,0 Ratings,
Gerard Bertrand Cigalus Rouge 2018,Rhone Red Blends,"Languedoc, South of France, France",45 99,750 ML,0.0,0 Ratings,
Agharta Black Label Red 2010,Rhone Red Blends,"North Coast, California",79 97,750 ML,0.0,0 Ratings,
